"label","n","parent","id"
"Qatar",18,"total -  Reality TV","total -  Reality TV  -  Qatar"
"Qatar",104,"total -  Romance","total -  Romance  -  Qatar"
"Qatar",24,"total -  Sci Fi","total -  Sci Fi  -  Qatar"
"Qatar",10,"total -  Sport","total -  Sport  -  Qatar"
"Qatar",10,"total -  Talk Show","total -  Talk Show  -  Qatar"
"Qatar",84,"total -  Thriller","total -  Thriller  -  Qatar"
"Qatar",3,"total -  War","total -  War  -  Qatar"
"Qatar",3,"total -  Western","total -  Western  -  Qatar"
"Réunion",214,"total -  Action","total -  Action  -  Réunion"
"Réunion",134,"total -  Adventure","total -  Adventure  -  Réunion"
"Réunion",53,"total -  Animation","total -  Animation  -  Réunion"
"Réunion",2,"total -  Biography","total -  Biography  -  Réunion"
"Réunion",164,"total -  Comedy","total -  Comedy  -  Réunion"
"Réunion",137,"total -  Crime","total -  Crime  -  Réunion"
"Réunion",16,"total -  Documentary","total -  Documentary  -  Réunion"
"Réunion",332,"total -  Drama","total -  Drama  -  Réunion"
"Réunion",25,"total -  Family","total -  Family  -  Réunion"
"Réunion",58,"total -  Fantasy","total -  Fantasy  -  Réunion"
"Réunion",2,"total -  Film Noir","total -  Film Noir  -  Réunion"
"Réunion",4,"total -  Game Show","total -  Game Show  -  Réunion"
"Réunion",4,"total -  History","total -  History  -  Réunion"
"Réunion",36,"total -  Horror","total -  Horror  -  Réunion"
"Réunion",36,"total -  Music","total -  Music  -  Réunion"
"Réunion",2,"total -  Musical","total -  Musical  -  Réunion"
"Réunion",43,"total -  Mystery","total -  Mystery  -  Réunion"
"Réunion",7,"total -  Reality TV","total -  Reality TV  -  Réunion"
"Réunion",74,"total -  Romance","total -  Romance  -  Réunion"
"Réunion",45,"total -  Sci Fi","total -  Sci Fi  -  Réunion"
"Réunion",11,"total -  Sport","total -  Sport  -  Réunion"
"Réunion",7,"total -  Talk Show","total -  Talk Show  -  Réunion"
"Réunion",61,"total -  Thriller","total -  Thriller  -  Réunion"
"Réunion",1,"total -  War","total -  War  -  Réunion"
"Réunion",2,"total -  Western","total -  Western  -  Réunion"
"Romania",180,"total -  Action","total -  Action  -  Romania"
"Romania",3,"total -  Adult","total -  Adult  -  Romania"
"Romania",102,"total -  Adventure","total -  Adventure  -  Romania"
"Romania",21,"total -  Animation","total -  Animation  -  Romania"
"Romania",9,"total -  Biography","total -  Biography  -  Romania"
"Romania",148,"total -  Comedy","total -  Comedy  -  Romania"
"Romania",146,"total -  Crime","total -  Crime  -  Romania"
"Romania",18,"total -  Documentary","total -  Documentary  -  Romania"
"Romania",352,"total -  Drama","total -  Drama  -  Romania"
"Romania",26,"total -  Family","total -  Family  -  Romania"
"Romania",45,"total -  Fantasy","total -  Fantasy  -  Romania"
"Romania",3,"total -  Film Noir","total -  Film Noir  -  Romania"
"Romania",10,"total -  Game Show","total -  Game Show  -  Romania"
"Romania",7,"total -  History","total -  History  -  Romania"
"Romania",26,"total -  Horror","total -  Horror  -  Romania"
"Romania",2,"total -  Music","total -  Music  -  Romania"
"Romania",1,"total -  Musical","total -  Musical  -  Romania"
"Romania",70,"total -  Mystery","total -  Mystery  -  Romania"
"Romania",16,"total -  Reality TV","total -  Reality TV  -  Romania"
"Romania",99,"total -  Romance","total -  Romance  -  Romania"
"Romania",24,"total -  Sci Fi","total -  Sci Fi  -  Romania"
"Romania",16,"total -  Sport","total -  Sport  -  Romania"
"Romania",10,"total -  Talk Show","total -  Talk Show  -  Romania"
"Romania",85,"total -  Thriller","total -  Thriller  -  Romania"
"Romania",4,"total -  War","total -  War  -  Romania"
"Romania",5,"total -  Western","total -  Western  -  Romania"
"Russia",252,"total -  Action","total -  Action  -  Russia"
"Russia",131,"total -  Adventure","total -  Adventure  -  Russia"
"Russia",50,"total -  Animation","total -  Animation  -  Russia"
"Russia",7,"total -  Biography","total -  Biography  -  Russia"
"Russia",176,"total -  Comedy","total -  Comedy  -  Russia"
"Russia",212,"total -  Crime","total -  Crime  -  Russia"
"Russia",27,"total -  Documentary","total -  Documentary  -  Russia"
"Russia",326,"total -  Drama","total -  Drama  -  Russia"
"Russia",29,"total -  Family","total -  Family  -  Russia"
"Russia",43,"total -  Fantasy","total -  Fantasy  -  Russia"
"Russia",3,"total -  Film Noir","total -  Film Noir  -  Russia"
"Russia",2,"total -  Game Show","total -  Game Show  -  Russia"
"Russia",4,"total -  History","total -  History  -  Russia"
"Russia",36,"total -  Horror","total -  Horror  -  Russia"
"Russia",2,"total -  Music","total -  Music  -  Russia"
"Russia",48,"total -  Mystery","total -  Mystery  -  Russia"
"Russia",1,"total -  Reality TV","total -  Reality TV  -  Russia"
"Russia",57,"total -  Romance","total -  Romance  -  Russia"
"Russia",19,"total -  Sci Fi","total -  Sci Fi  -  Russia"
"Russia",16,"total -  Sport","total -  Sport  -  Russia"
"Russia",13,"total -  Talk Show","total -  Talk Show  -  Russia"
"Russia",62,"total -  Thriller","total -  Thriller  -  Russia"
"Russia",2,"total -  War","total -  War  -  Russia"
"Russia",6,"total -  Western","total -  Western  -  Russia"
"Saudi Arabia",240,"total -  Action","total -  Action  -  Saudi Arabia"
"Saudi Arabia",2,"total -  Adult","total -  Adult  -  Saudi Arabia"
"Saudi Arabia",102,"total -  Adventure","total -  Adventure  -  Saudi Arabia"
"Saudi Arabia",36,"total -  Animation","total -  Animation  -  Saudi Arabia"
"Saudi Arabia",8,"total -  Biography","total -  Biography  -  Saudi Arabia"
"Saudi Arabia",142,"total -  Comedy","total -  Comedy  -  Saudi Arabia"
"Saudi Arabia",162,"total -  Crime","total -  Crime  -  Saudi Arabia"
"Saudi Arabia",12,"total -  Documentary","total -  Documentary  -  Saudi Arabia"
"Saudi Arabia",328,"total -  Drama","total -  Drama  -  Saudi Arabia"
"Saudi Arabia",23,"total -  Family","total -  Family  -  Saudi Arabia"
"Saudi Arabia",41,"total -  Fantasy","total -  Fantasy  -  Saudi Arabia"
"Saudi Arabia",3,"total -  Film Noir","total -  Film Noir  -  Saudi Arabia"
"Saudi Arabia",4,"total -  Game Show","total -  Game Show  -  Saudi Arabia"
"Saudi Arabia",6,"total -  History","total -  History  -  Saudi Arabia"
"Saudi Arabia",41,"total -  Horror","total -  Horror  -  Saudi Arabia"
"Saudi Arabia",1,"total -  Musical","total -  Musical  -  Saudi Arabia"
"Saudi Arabia",48,"total -  Mystery","total -  Mystery  -  Saudi Arabia"
"Saudi Arabia",7,"total -  Reality TV","total -  Reality TV  -  Saudi Arabia"
"Saudi Arabia",83,"total -  Romance","total -  Romance  -  Saudi Arabia"
"Saudi Arabia",28,"total -  Sci Fi","total -  Sci Fi  -  Saudi Arabia"
"Saudi Arabia",9,"total -  Sport","total -  Sport  -  Saudi Arabia"
"Saudi Arabia",10,"total -  Talk Show","total -  Talk Show  -  Saudi Arabia"
"Saudi Arabia",92,"total -  Thriller","total -  Thriller  -  Saudi Arabia"
"Saudi Arabia",3,"total -  War","total -  War  -  Saudi Arabia"
"Saudi Arabia",8,"total -  Western","total -  Western  -  Saudi Arabia"
"Serbia",205,"total -  Action","total -  Action  -  Serbia"
"Serbia",1,"total -  Adult","total -  Adult  -  Serbia"
"Serbia",115,"total -  Adventure","total -  Adventure  -  Serbia"
"Serbia",34,"total -  Animation","total -  Animation  -  Serbia"
"Serbia",7,"total -  Biography","total -  Biography  -  Serbia"
"Serbia",181,"total -  Comedy","total -  Comedy  -  Serbia"
"Serbia",149,"total -  Crime","total -  Crime  -  Serbia"
"Serbia",20,"total -  Documentary","total -  Documentary  -  Serbia"
"Serbia",313,"total -  Drama","total -  Drama  -  Serbia"
"Serbia",24,"total -  Family","total -  Family  -  Serbia"
"Serbia",33,"total -  Fantasy","total -  Fantasy  -  Serbia"
"Serbia",3,"total -  Film Noir","total -  Film Noir  -  Serbia"
"Serbia",7,"total -  Game Show","total -  Game Show  -  Serbia"
"Serbia",5,"total -  History","total -  History  -  Serbia"
"Serbia",28,"total -  Horror","total -  Horror  -  Serbia"
"Serbia",4,"total -  Music","total -  Music  -  Serbia"
"Serbia",1,"total -  Musical","total -  Musical  -  Serbia"
"Serbia",44,"total -  Mystery","total -  Mystery  -  Serbia"
"Serbia",14,"total -  Reality TV","total -  Reality TV  -  Serbia"
"Serbia",94,"total -  Romance","total -  Romance  -  Serbia"
"Serbia",22,"total -  Sci Fi","total -  Sci Fi  -  Serbia"
"Serbia",14,"total -  Sport","total -  Sport  -  Serbia"
"Serbia",12,"total -  Talk Show","total -  Talk Show  -  Serbia"
"Serbia",72,"total -  Thriller","total -  Thriller  -  Serbia"
"Serbia",3,"total -  War","total -  War  -  Serbia"
"Serbia",7,"total -  Western","total -  Western  -  Serbia"
"Singapore",227,"total -  Action","total -  Action  -  Singapore"
"Singapore",1,"total -  Adult","total -  Adult  -  Singapore"
"Singapore",108,"total -  Adventure","total -  Adventure  -  Singapore"
"Singapore",26,"total -  Animation","total -  Animation  -  Singapore"
"Singapore",7,"total -  Biography","total -  Biography  -  Singapore"
"Singapore",158,"total -  Comedy","total -  Comedy  -  Singapore"
"Singapore",133,"total -  Crime","total -  Crime  -  Singapore"
"Singapore",18,"total -  Documentary","total -  Documentary  -  Singapore"
"Singapore",337,"total -  Drama","total -  Drama  -  Singapore"
"Singapore",13,"total -  Family","total -  Family  -  Singapore"
"Singapore",47,"total -  Fantasy","total -  Fantasy  -  Singapore"
"Singapore",4,"total -  Film Noir","total -  Film Noir  -  Singapore"
"Singapore",6,"total -  Game Show","total -  Game Show  -  Singapore"
"Singapore",4,"total -  History","total -  History  -  Singapore"
"Singapore",32,"total -  Horror","total -  Horror  -  Singapore"
"Singapore",1,"total -  Music","total -  Music  -  Singapore"
"Singapore",1,"total -  Musical","total -  Musical  -  Singapore"
"Singapore",73,"total -  Mystery","total -  Mystery  -  Singapore"
"Singapore",20,"total -  Reality TV","total -  Reality TV  -  Singapore"
"Singapore",90,"total -  Romance","total -  Romance  -  Singapore"
"Singapore",46,"total -  Sci Fi","total -  Sci Fi  -  Singapore"
"Singapore",12,"total -  Sport","total -  Sport  -  Singapore"
"Singapore",6,"total -  Talk Show","total -  Talk Show  -  Singapore"
"Singapore",86,"total -  Thriller","total -  Thriller  -  Singapore"
"Singapore",3,"total -  War","total -  War  -  Singapore"
"Singapore",1,"total -  Western","total -  Western  -  Singapore"
"Slovakia",193,"total -  Action","total -  Action  -  Slovakia"
"Slovakia",143,"total -  Adventure","total -  Adventure  -  Slovakia"
"Slovakia",69,"total -  Animation","total -  Animation  -  Slovakia"
"Slovakia",17,"total -  Biography","total -  Biography  -  Slovakia"
"Slovakia",189,"total -  Comedy","total -  Comedy  -  Slovakia"
"Slovakia",138,"total -  Crime","total -  Crime  -  Slovakia"
"Slovakia",32,"total -  Documentary","total -  Documentary  -  Slovakia"
"Slovakia",299,"total -  Drama","total -  Drama  -  Slovakia"
"Slovakia",31,"total -  Family","total -  Family  -  Slovakia"
"Slovakia",39,"total -  Fantasy","total -  Fantasy  -  Slovakia"
"Slovakia",3,"total -  Film Noir","total -  Film Noir  -  Slovakia"
"Slovakia",12,"total -  Game Show","total -  Game Show  -  Slovakia"
"Slovakia",5,"total -  History","total -  History  -  Slovakia"
"Slovakia",29,"total -  Horror","total -  Horror  -  Slovakia"
"Slovakia",6,"total -  Music","total -  Music  -  Slovakia"
"Slovakia",45,"total -  Mystery","total -  Mystery  -  Slovakia"
"Slovakia",22,"total -  Reality TV","total -  Reality TV  -  Slovakia"
"Slovakia",80,"total -  Romance","total -  Romance  -  Slovakia"
"Slovakia",15,"total -  Sci Fi","total -  Sci Fi  -  Slovakia"
"Slovakia",20,"total -  Sport","total -  Sport  -  Slovakia"
"Slovakia",11,"total -  Talk Show","total -  Talk Show  -  Slovakia"
"Slovakia",48,"total -  Thriller","total -  Thriller  -  Slovakia"
"Slovakia",3,"total -  War","total -  War  -  Slovakia"
"Slovakia",8,"total -  Western","total -  Western  -  Slovakia"
"Slovenia",183,"total -  Action","total -  Action  -  Slovenia"
"Slovenia",119,"total -  Adventure","total -  Adventure  -  Slovenia"
"Slovenia",39,"total -  Animation","total -  Animation  -  Slovenia"
"Slovenia",10,"total -  Biography","total -  Biography  -  Slovenia"
"Slovenia",189,"total -  Comedy","total -  Comedy  -  Slovenia"
"Slovenia",116,"total -  Crime","total -  Crime  -  Slovenia"
"Slovenia",25,"total -  Documentary","total -  Documentary  -  Slovenia"
"Slovenia",266,"total -  Drama","total -  Drama  -  Slovenia"
"Slovenia",29,"total -  Family","total -  Family  -  Slovenia"
"Slovenia",38,"total -  Fantasy","total -  Fantasy  -  Slovenia"
"Slovenia",3,"total -  Film Noir","total -  Film Noir  -  Slovenia"
"Slovenia",10,"total -  Game Show","total -  Game Show  -  Slovenia"
"Slovenia",5,"total -  History","total -  History  -  Slovenia"
"Slovenia",29,"total -  Horror","total -  Horror  -  Slovenia"
"Slovenia",4,"total -  Music","total -  Music  -  Slovenia"
"Slovenia",38,"total -  Mystery","total -  Mystery  -  Slovenia"
"Slovenia",22,"total -  Reality TV","total -  Reality TV  -  Slovenia"
"Slovenia",86,"total -  Romance","total -  Romance  -  Slovenia"
"Slovenia",28,"total -  Sci Fi","total -  Sci Fi  -  Slovenia"
"Slovenia",15,"total -  Sport","total -  Sport  -  Slovenia"
"Slovenia",7,"total -  Talk Show","total -  Talk Show  -  Slovenia"
"Slovenia",55,"total -  Thriller","total -  Thriller  -  Slovenia"
"Slovenia",3,"total -  War","total -  War  -  Slovenia"
"Slovenia",9,"total -  Western","total -  Western  -  Slovenia"
"South Africa",186,"total -  Action","total -  Action  -  South Africa"
"South Africa",2,"total -  Adult","total -  Adult  -  South Africa"
"South Africa",106,"total -  Adventure","total -  Adventure  -  South Africa"
"South Africa",45,"total -  Animation","total -  Animation  -  South Africa"
"South Africa",11,"total -  Biography","total -  Biography  -  South Africa"
"South Africa",192,"total -  Comedy","total -  Comedy  -  South Africa"
"South Africa",114,"total -  Crime","total -  Crime  -  South Africa"
"South Africa",20,"total -  Documentary","total -  Documentary  -  South Africa"
"South Africa",331,"total -  Drama","total -  Drama  -  South Africa"
"South Africa",18,"total -  Family","total -  Family  -  South Africa"
"South Africa",37,"total -  Fantasy","total -  Fantasy  -  South Africa"
"South Africa",4,"total -  Film Noir","total -  Film Noir  -  South Africa"
"South Africa",10,"total -  Game Show","total -  Game Show  -  South Africa"
"South Africa",6,"total -  History","total -  History  -  South Africa"
"South Africa",22,"total -  Horror","total -  Horror  -  South Africa"
"South Africa",1,"total -  Music","total -  Music  -  South Africa"
"South Africa",1,"total -  Musical","total -  Musical  -  South Africa"
"South Africa",61,"total -  Mystery","total -  Mystery  -  South Africa"
"South Africa",26,"total -  Reality TV","total -  Reality TV  -  South Africa"
"South Africa",96,"total -  Romance","total -  Romance  -  South Africa"
"South Africa",49,"total -  Sci Fi","total -  Sci Fi  -  South Africa"
"South Africa",12,"total -  Sport","total -  Sport  -  South Africa"
"South Africa",11,"total -  Talk Show","total -  Talk Show  -  South Africa"
"South Africa",62,"total -  Thriller","total -  Thriller  -  South Africa"
"South Africa",3,"total -  War","total -  War  -  South Africa"
"South Africa",6,"total -  Western","total -  Western  -  South Africa"
"South Korea",197,"total -  Action","total -  Action  -  South Korea"
"South Korea",6,"total -  Adult","total -  Adult  -  South Korea"
"South Korea",77,"total -  Adventure","total -  Adventure  -  South Korea"
"South Korea",20,"total -  Animation","total -  Animation  -  South Korea"
"South Korea",2,"total -  Biography","total -  Biography  -  South Korea"
"South Korea",143,"total -  Comedy","total -  Comedy  -  South Korea"
"South Korea",93,"total -  Crime","total -  Crime  -  South Korea"
"South Korea",3,"total -  Documentary","total -  Documentary  -  South Korea"
"South Korea",312,"total -  Drama","total -  Drama  -  South Korea"
"South Korea",10,"total -  Family","total -  Family  -  South Korea"
"South Korea",50,"total -  Fantasy","total -  Fantasy  -  South Korea"
"South Korea",2,"total -  Film Noir","total -  Film Noir  -  South Korea"
"South Korea",13,"total -  History","total -  History  -  South Korea"
"South Korea",38,"total -  Horror","total -  Horror  -  South Korea"
"South Korea",2,"total -  Music","total -  Music  -  South Korea"
"South Korea",41,"total -  Mystery","total -  Mystery  -  South Korea"
"South Korea",5,"total -  Reality TV","total -  Reality TV  -  South Korea"
"South Korea",102,"total -  Romance","total -  Romance  -  South Korea"
"South Korea",38,"total -  Sci Fi","total -  Sci Fi  -  South Korea"
"South Korea",9,"total -  Sport","total -  Sport  -  South Korea"
"South Korea",3,"total -  Talk Show","total -  Talk Show  -  South Korea"
"South Korea",92,"total -  Thriller","total -  Thriller  -  South Korea"
"South Korea",5,"total -  War","total -  War  -  South Korea"
"South Korea",4,"total -  Western","total -  Western  -  South Korea"
"Spain",172,"total -  Action","total -  Action  -  Spain"
"Spain",108,"total -  Adventure","total -  Adventure  -  Spain"
"Spain",27,"total -  Animation","total -  Animation  -  Spain"
"Spain",4,"total -  Biography","total -  Biography  -  Spain"
"Spain",165,"total -  Comedy","total -  Comedy  -  Spain"
"Spain",138,"total -  Crime","total -  Crime  -  Spain"
"Spain",20,"total -  Documentary","total -  Documentary  -  Spain"
"Spain",317,"total -  Drama","total -  Drama  -  Spain"
"Spain",22,"total -  Family","total -  Family  -  Spain"
"Spain",37,"total -  Fantasy","total -  Fantasy  -  Spain"
"Spain",3,"total -  Film Noir","total -  Film Noir  -  Spain"
"Spain",5,"total -  Game Show","total -  Game Show  -  Spain"
"Spain",4,"total -  History","total -  History  -  Spain"
"Spain",34,"total -  Horror","total -  Horror  -  Spain"
"Spain",21,"total -  Music","total -  Music  -  Spain"
"Spain",47,"total -  Mystery","total -  Mystery  -  Spain"
"Spain",10,"total -  Reality TV","total -  Reality TV  -  Spain"
"Spain",104,"total -  Romance","total -  Romance  -  Spain"
"Spain",28,"total -  Sci Fi","total -  Sci Fi  -  Spain"
"Spain",15,"total -  Sport","total -  Sport  -  Spain"
"Spain",11,"total -  Talk Show","total -  Talk Show  -  Spain"
"Spain",56,"total -  Thriller","total -  Thriller  -  Spain"
"Spain",3,"total -  War","total -  War  -  Spain"
"Spain",8,"total -  Western","total -  Western  -  Spain"
"Sri Lanka",194,"total -  Action","total -  Action  -  Sri Lanka"
"Sri Lanka",2,"total -  Adult","total -  Adult  -  Sri Lanka"
"Sri Lanka",83,"total -  Adventure","total -  Adventure  -  Sri Lanka"
"Sri Lanka",19,"total -  Animation","total -  Animation  -  Sri Lanka"
"Sri Lanka",4,"total -  Biography","total -  Biography  -  Sri Lanka"
"Sri Lanka",178,"total -  Comedy","total -  Comedy  -  Sri Lanka"
"Sri Lanka",152,"total -  Crime","total -  Crime  -  Sri Lanka"
"Sri Lanka",13,"total -  Documentary","total -  Documentary  -  Sri Lanka"
"Sri Lanka",372,"total -  Drama","total -  Drama  -  Sri Lanka"
"Sri Lanka",22,"total -  Family","total -  Family  -  Sri Lanka"
"Sri Lanka",37,"total -  Fantasy","total -  Fantasy  -  Sri Lanka"
"Sri Lanka",4,"total -  Film Noir","total -  Film Noir  -  Sri Lanka"
"Sri Lanka",5,"total -  Game Show","total -  Game Show  -  Sri Lanka"
"Sri Lanka",1,"total -  History","total -  History  -  Sri Lanka"
"Sri Lanka",23,"total -  Horror","total -  Horror  -  Sri Lanka"
"Sri Lanka",75,"total -  Mystery","total -  Mystery  -  Sri Lanka"
"Sri Lanka",8,"total -  Reality TV","total -  Reality TV  -  Sri Lanka"
"Sri Lanka",104,"total -  Romance","total -  Romance  -  Sri Lanka"
"Sri Lanka",37,"total -  Sci Fi","total -  Sci Fi  -  Sri Lanka"
"Sri Lanka",7,"total -  Sport","total -  Sport  -  Sri Lanka"
"Sri Lanka",8,"total -  Talk Show","total -  Talk Show  -  Sri Lanka"
"Sri Lanka",69,"total -  Thriller","total -  Thriller  -  Sri Lanka"
"Sri Lanka",4,"total -  War","total -  War  -  Sri Lanka"
"Sri Lanka",1,"total -  Western","total -  Western  -  Sri Lanka"
"Sweden",188,"total -  Action","total -  Action  -  Sweden"
"Sweden",136,"total -  Adventure","total -  Adventure  -  Sweden"
"Sweden",52,"total -  Animation","total -  Animation  -  Sweden"
"Sweden",13,"total -  Biography","total -  Biography  -  Sweden"
"Sweden",162,"total -  Comedy","total -  Comedy  -  Sweden"
"Sweden",137,"total -  Crime","total -  Crime  -  Sweden"
"Sweden",28,"total -  Documentary","total -  Documentary  -  Sweden"
"Sweden",337,"total -  Drama","total -  Drama  -  Sweden"
"Sweden",23,"total -  Family","total -  Family  -  Sweden"
"Sweden",49,"total -  Fantasy","total -  Fantasy  -  Sweden"
"Sweden",3,"total -  Film Noir","total -  Film Noir  -  Sweden"
"Sweden",6,"total -  Game Show","total -  Game Show  -  Sweden"
"Sweden",10,"total -  History","total -  History  -  Sweden"
"Sweden",24,"total -  Horror","total -  Horror  -  Sweden"
"Sweden",6,"total -  Music","total -  Music  -  Sweden"
"Sweden",51,"total -  Mystery","total -  Mystery  -  Sweden"
"Sweden",20,"total -  Reality TV","total -  Reality TV  -  Sweden"
"Sweden",85,"total -  Romance","total -  Romance  -  Sweden"
"Sweden",28,"total -  Sci Fi","total -  Sci Fi  -  Sweden"
"Sweden",12,"total -  Sport","total -  Sport  -  Sweden"
"Sweden",7,"total -  Talk Show","total -  Talk Show  -  Sweden"
"Sweden",55,"total -  Thriller","total -  Thriller  -  Sweden"
"Sweden",9,"total -  War","total -  War  -  Sweden"
"Sweden",7,"total -  Western","total -  Western  -  Sweden"
"Switzerland",190,"total -  Action","total -  Action  -  Switzerland"
"Switzerland",126,"total -  Adventure","total -  Adventure  -  Switzerland"
"Switzerland",27,"total -  Animation","total -  Animation  -  Switzerland"
"Switzerland",10,"total -  Biography","total -  Biography  -  Switzerland"
"Switzerland",172,"total -  Comedy","total -  Comedy  -  Switzerland"
"Switzerland",165,"total -  Crime","total -  Crime  -  Switzerland"
"Switzerland",28,"total -  Documentary","total -  Documentary  -  Switzerland"
"Switzerland",328,"total -  Drama","total -  Drama  -  Switzerland"
"Switzerland",42,"total -  Family","total -  Family  -  Switzerland"
"Switzerland",60,"total -  Fantasy","total -  Fantasy  -  Switzerland"
"Switzerland",3,"total -  Film Noir","total -  Film Noir  -  Switzerland"
"Switzerland",6,"total -  Game Show","total -  Game Show  -  Switzerland"
"Switzerland",7,"total -  History","total -  History  -  Switzerland"
"Switzerland",28,"total -  Horror","total -  Horror  -  Switzerland"
"Switzerland",7,"total -  Music","total -  Music  -  Switzerland"
"Switzerland",1,"total -  Musical","total -  Musical  -  Switzerland"
"Switzerland",55,"total -  Mystery","total -  Mystery  -  Switzerland"
"Switzerland",14,"total -  Reality TV","total -  Reality TV  -  Switzerland"
"Switzerland",87,"total -  Romance","total -  Romance  -  Switzerland"
"Switzerland",38,"total -  Sci Fi","total -  Sci Fi  -  Switzerland"
"Switzerland",18,"total -  Sport","total -  Sport  -  Switzerland"
"Switzerland",11,"total -  Talk Show","total -  Talk Show  -  Switzerland"
"Switzerland",57,"total -  Thriller","total -  Thriller  -  Switzerland"
"Switzerland",4,"total -  War","total -  War  -  Switzerland"
"Switzerland",10,"total -  Western","total -  Western  -  Switzerland"
"Taiwan",197,"total -  Action","total -  Action  -  Taiwan"
"Taiwan",1,"total -  Adult","total -  Adult  -  Taiwan"
"Taiwan",97,"total -  Adventure","total -  Adventure  -  Taiwan"
"Taiwan",28,"total -  Animation","total -  Animation  -  Taiwan"
"Taiwan",12,"total -  Biography","total -  Biography  -  Taiwan"
"Taiwan",165,"total -  Comedy","total -  Comedy  -  Taiwan"
"Taiwan",110,"total -  Crime","total -  Crime  -  Taiwan"
"Taiwan",13,"total -  Documentary","total -  Documentary  -  Taiwan"
"Taiwan",366,"total -  Drama","total -  Drama  -  Taiwan"
"Taiwan",14,"total -  Family","total -  Family  -  Taiwan"
"Taiwan",52,"total -  Fantasy","total -  Fantasy  -  Taiwan"
"Taiwan",2,"total -  Film Noir","total -  Film Noir  -  Taiwan"
"Taiwan",1,"total -  Game Show","total -  Game Show  -  Taiwan"
"Taiwan",4,"total -  History","total -  History  -  Taiwan"
"Taiwan",31,"total -  Horror","total -  Horror  -  Taiwan"
"Taiwan",3,"total -  Music","total -  Music  -  Taiwan"
"Taiwan",77,"total -  Mystery","total -  Mystery  -  Taiwan"
"Taiwan",1,"total -  Reality TV","total -  Reality TV  -  Taiwan"
"Taiwan",150,"total -  Romance","total -  Romance  -  Taiwan"
"Taiwan",43,"total -  Sci Fi","total -  Sci Fi  -  Taiwan"
"Taiwan",14,"total -  Sport","total -  Sport  -  Taiwan"
"Taiwan",3,"total -  Talk Show","total -  Talk Show  -  Taiwan"
"Taiwan",74,"total -  Thriller","total -  Thriller  -  Taiwan"
"Taiwan",3,"total -  War","total -  War  -  Taiwan"
"Taiwan",1,"total -  Western","total -  Western  -  Taiwan"
"Thailand",227,"total -  Action","total -  Action  -  Thailand"
"Thailand",155,"total -  Adventure","total -  Adventure  -  Thailand"
"Thailand",46,"total -  Animation","total -  Animation  -  Thailand"
"Thailand",5,"total -  Biography","total -  Biography  -  Thailand"
"Thailand",200,"total -  Comedy","total -  Comedy  -  Thailand"
"Thailand",122,"total -  Crime","total -  Crime  -  Thailand"
"Thailand",14,"total -  Documentary","total -  Documentary  -  Thailand"
"Thailand",291,"total -  Drama","total -  Drama  -  Thailand"
"Thailand",15,"total -  Family","total -  Family  -  Thailand"
"Thailand",61,"total -  Fantasy","total -  Fantasy  -  Thailand"
"Thailand",2,"total -  Film Noir","total -  Film Noir  -  Thailand"
"Thailand",15,"total -  History","total -  History  -  Thailand"
"Thailand",33,"total -  Horror","total -  Horror  -  Thailand"
"Thailand",1,"total -  Music","total -  Music  -  Thailand"
"Thailand",1,"total -  Musical","total -  Musical  -  Thailand"
"Thailand",58,"total -  Mystery","total -  Mystery  -  Thailand"
"Thailand",135,"total -  Romance","total -  Romance  -  Thailand"
"Thailand",46,"total -  Sci Fi","total -  Sci Fi  -  Thailand"
"Thailand",3,"total -  Sport","total -  Sport  -  Thailand"
"Thailand",1,"total -  Talk Show","total -  Talk Show  -  Thailand"
"Thailand",84,"total -  Thriller","total -  Thriller  -  Thailand"
"Thailand",5,"total -  War","total -  War  -  Thailand"
"Thailand",1,"total -  Western","total -  Western  -  Thailand"
"Trinidad and Tobago",196,"total -  Action","total -  Action  -  Trinidad and Tobago"
"Trinidad and Tobago",2,"total -  Adult","total -  Adult  -  Trinidad and Tobago"
"Trinidad and Tobago",118,"total -  Adventure","total -  Adventure  -  Trinidad and Tobago"
"Trinidad and Tobago",54,"total -  Animation","total -  Animation  -  Trinidad and Tobago"
"Trinidad and Tobago",4,"total -  Biography","total -  Biography  -  Trinidad and Tobago"
"Trinidad and Tobago",166,"total -  Comedy","total -  Comedy  -  Trinidad and Tobago"
"Trinidad and Tobago",140,"total -  Crime","total -  Crime  -  Trinidad and Tobago"
"Trinidad and Tobago",11,"total -  Documentary","total -  Documentary  -  Trinidad and Tobago"
"Trinidad and Tobago",302,"total -  Drama","total -  Drama  -  Trinidad and Tobago"
"Trinidad and Tobago",23,"total -  Family","total -  Family  -  Trinidad and Tobago"
"Trinidad and Tobago",46,"total -  Fantasy","total -  Fantasy  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total -  Film Noir","total -  Film Noir  -  Trinidad and Tobago"
"Trinidad and Tobago",7,"total -  Game Show","total -  Game Show  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total -  History","total -  History  -  Trinidad and Tobago"
"Trinidad and Tobago",27,"total -  Horror","total -  Horror  -  Trinidad and Tobago"
"Trinidad and Tobago",8,"total -  Music","total -  Music  -  Trinidad and Tobago"
"Trinidad and Tobago",40,"total -  Mystery","total -  Mystery  -  Trinidad and Tobago"
"Trinidad and Tobago",17,"total -  Reality TV","total -  Reality TV  -  Trinidad and Tobago"
