"label","n","parent","id"
"India",1,"total -  Western","total -  Western  -  India"
"Indonesia",199,"total -  Action","total -  Action  -  Indonesia"
"Indonesia",88,"total -  Adventure","total -  Adventure  -  Indonesia"
"Indonesia",17,"total -  Animation","total -  Animation  -  Indonesia"
"Indonesia",11,"total -  Biography","total -  Biography  -  Indonesia"
"Indonesia",184,"total -  Comedy","total -  Comedy  -  Indonesia"
"Indonesia",138,"total -  Crime","total -  Crime  -  Indonesia"
"Indonesia",13,"total -  Documentary","total -  Documentary  -  Indonesia"
"Indonesia",351,"total -  Drama","total -  Drama  -  Indonesia"
"Indonesia",16,"total -  Family","total -  Family  -  Indonesia"
"Indonesia",56,"total -  Fantasy","total -  Fantasy  -  Indonesia"
"Indonesia",2,"total -  Film Noir","total -  Film Noir  -  Indonesia"
"Indonesia",9,"total -  History","total -  History  -  Indonesia"
"Indonesia",43,"total -  Horror","total -  Horror  -  Indonesia"
"Indonesia",2,"total -  Music","total -  Music  -  Indonesia"
"Indonesia",2,"total -  Musical","total -  Musical  -  Indonesia"
"Indonesia",72,"total -  Mystery","total -  Mystery  -  Indonesia"
"Indonesia",3,"total -  Reality TV","total -  Reality TV  -  Indonesia"
"Indonesia",110,"total -  Romance","total -  Romance  -  Indonesia"
"Indonesia",39,"total -  Sci Fi","total -  Sci Fi  -  Indonesia"
"Indonesia",8,"total -  Sport","total -  Sport  -  Indonesia"
"Indonesia",5,"total -  Talk Show","total -  Talk Show  -  Indonesia"
"Indonesia",81,"total -  Thriller","total -  Thriller  -  Indonesia"
"Indonesia",3,"total -  War","total -  War  -  Indonesia"
"Indonesia",1,"total -  Western","total -  Western  -  Indonesia"
"Ireland",144,"total -  Action","total -  Action  -  Ireland"
"Ireland",1,"total -  Adult","total -  Adult  -  Ireland"
"Ireland",135,"total -  Adventure","total -  Adventure  -  Ireland"
"Ireland",66,"total -  Animation","total -  Animation  -  Ireland"
"Ireland",27,"total -  Biography","total -  Biography  -  Ireland"
"Ireland",210,"total -  Comedy","total -  Comedy  -  Ireland"
"Ireland",126,"total -  Crime","total -  Crime  -  Ireland"
"Ireland",33,"total -  Documentary","total -  Documentary  -  Ireland"
"Ireland",275,"total -  Drama","total -  Drama  -  Ireland"
"Ireland",32,"total -  Family","total -  Family  -  Ireland"
"Ireland",24,"total -  Fantasy","total -  Fantasy  -  Ireland"
"Ireland",2,"total -  Film Noir","total -  Film Noir  -  Ireland"
"Ireland",5,"total -  Game Show","total -  Game Show  -  Ireland"
"Ireland",6,"total -  History","total -  History  -  Ireland"
"Ireland",25,"total -  Horror","total -  Horror  -  Ireland"
"Ireland",3,"total -  Music","total -  Music  -  Ireland"
"Ireland",2,"total -  Musical","total -  Musical  -  Ireland"
"Ireland",35,"total -  Mystery","total -  Mystery  -  Ireland"
"Ireland",24,"total -  Reality TV","total -  Reality TV  -  Ireland"
"Ireland",87,"total -  Romance","total -  Romance  -  Ireland"
"Ireland",23,"total -  Sci Fi","total -  Sci Fi  -  Ireland"
"Ireland",17,"total -  Sport","total -  Sport  -  Ireland"
"Ireland",8,"total -  Talk Show","total -  Talk Show  -  Ireland"
"Ireland",60,"total -  Thriller","total -  Thriller  -  Ireland"
"Ireland",6,"total -  War","total -  War  -  Ireland"
"Ireland",5,"total -  Western","total -  Western  -  Ireland"
"Israel",185,"total -  Action","total -  Action  -  Israel"
"Israel",3,"total -  Adult","total -  Adult  -  Israel"
"Israel",125,"total -  Adventure","total -  Adventure  -  Israel"
"Israel",50,"total -  Animation","total -  Animation  -  Israel"
"Israel",6,"total -  Biography","total -  Biography  -  Israel"
"Israel",162,"total -  Comedy","total -  Comedy  -  Israel"
"Israel",126,"total -  Crime","total -  Crime  -  Israel"
"Israel",26,"total -  Documentary","total -  Documentary  -  Israel"
"Israel",313,"total -  Drama","total -  Drama  -  Israel"
"Israel",19,"total -  Family","total -  Family  -  Israel"
"Israel",25,"total -  Fantasy","total -  Fantasy  -  Israel"
"Israel",2,"total -  Film Noir","total -  Film Noir  -  Israel"
"Israel",12,"total -  Game Show","total -  Game Show  -  Israel"
"Israel",5,"total -  History","total -  History  -  Israel"
"Israel",18,"total -  Horror","total -  Horror  -  Israel"
"Israel",2,"total -  Music","total -  Music  -  Israel"
"Israel",1,"total -  Musical","total -  Musical  -  Israel"
"Israel",37,"total -  Mystery","total -  Mystery  -  Israel"
"Israel",20,"total -  Reality TV","total -  Reality TV  -  Israel"
"Israel",82,"total -  Romance","total -  Romance  -  Israel"
"Israel",35,"total -  Sci Fi","total -  Sci Fi  -  Israel"
"Israel",16,"total -  Sport","total -  Sport  -  Israel"
"Israel",9,"total -  Talk Show","total -  Talk Show  -  Israel"
"Israel",80,"total -  Thriller","total -  Thriller  -  Israel"
"Israel",5,"total -  War","total -  War  -  Israel"
"Israel",8,"total -  Western","total -  Western  -  Israel"
"Italy",172,"total -  Action","total -  Action  -  Italy"
"Italy",86,"total -  Adventure","total -  Adventure  -  Italy"
"Italy",22,"total -  Animation","total -  Animation  -  Italy"
"Italy",10,"total -  Biography","total -  Biography  -  Italy"
"Italy",168,"total -  Comedy","total -  Comedy  -  Italy"
"Italy",149,"total -  Crime","total -  Crime  -  Italy"
"Italy",17,"total -  Documentary","total -  Documentary  -  Italy"
"Italy",362,"total -  Drama","total -  Drama  -  Italy"
"Italy",22,"total -  Family","total -  Family  -  Italy"
"Italy",45,"total -  Fantasy","total -  Fantasy  -  Italy"
"Italy",2,"total -  Film Noir","total -  Film Noir  -  Italy"
"Italy",6,"total -  Game Show","total -  Game Show  -  Italy"
"Italy",2,"total -  History","total -  History  -  Italy"
"Italy",34,"total -  Horror","total -  Horror  -  Italy"
"Italy",6,"total -  Music","total -  Music  -  Italy"
"Italy",68,"total -  Mystery","total -  Mystery  -  Italy"
"Italy",7,"total -  Reality TV","total -  Reality TV  -  Italy"
"Italy",86,"total -  Romance","total -  Romance  -  Italy"
"Italy",38,"total -  Sci Fi","total -  Sci Fi  -  Italy"
"Italy",16,"total -  Sport","total -  Sport  -  Italy"
"Italy",11,"total -  Talk Show","total -  Talk Show  -  Italy"
"Italy",54,"total -  Thriller","total -  Thriller  -  Italy"
"Italy",3,"total -  War","total -  War  -  Italy"
"Italy",7,"total -  Western","total -  Western  -  Italy"
"Jamaica",217,"total -  Action","total -  Action  -  Jamaica"
"Jamaica",2,"total -  Adult","total -  Adult  -  Jamaica"
"Jamaica",125,"total -  Adventure","total -  Adventure  -  Jamaica"
"Jamaica",81,"total -  Animation","total -  Animation  -  Jamaica"
"Jamaica",4,"total -  Biography","total -  Biography  -  Jamaica"
"Jamaica",183,"total -  Comedy","total -  Comedy  -  Jamaica"
"Jamaica",146,"total -  Crime","total -  Crime  -  Jamaica"
"Jamaica",12,"total -  Documentary","total -  Documentary  -  Jamaica"
"Jamaica",286,"total -  Drama","total -  Drama  -  Jamaica"
"Jamaica",35,"total -  Family","total -  Family  -  Jamaica"
"Jamaica",50,"total -  Fantasy","total -  Fantasy  -  Jamaica"
"Jamaica",3,"total -  Film Noir","total -  Film Noir  -  Jamaica"
"Jamaica",4,"total -  Game Show","total -  Game Show  -  Jamaica"
"Jamaica",2,"total -  History","total -  History  -  Jamaica"
"Jamaica",28,"total -  Horror","total -  Horror  -  Jamaica"
"Jamaica",7,"total -  Music","total -  Music  -  Jamaica"
"Jamaica",37,"total -  Mystery","total -  Mystery  -  Jamaica"
"Jamaica",13,"total -  Reality TV","total -  Reality TV  -  Jamaica"
"Jamaica",80,"total -  Romance","total -  Romance  -  Jamaica"
"Jamaica",23,"total -  Sci Fi","total -  Sci Fi  -  Jamaica"
"Jamaica",10,"total -  Sport","total -  Sport  -  Jamaica"
"Jamaica",6,"total -  Talk Show","total -  Talk Show  -  Jamaica"
"Jamaica",85,"total -  Thriller","total -  Thriller  -  Jamaica"
"Jamaica",2,"total -  War","total -  War  -  Jamaica"
"Jamaica",3,"total -  Western","total -  Western  -  Jamaica"
"Japan",219,"total -  Action","total -  Action  -  Japan"
"Japan",156,"total -  Adventure","total -  Adventure  -  Japan"
"Japan",92,"total -  Animation","total -  Animation  -  Japan"
"Japan",5,"total -  Biography","total -  Biography  -  Japan"
"Japan",158,"total -  Comedy","total -  Comedy  -  Japan"
"Japan",98,"total -  Crime","total -  Crime  -  Japan"
"Japan",7,"total -  Documentary","total -  Documentary  -  Japan"
"Japan",275,"total -  Drama","total -  Drama  -  Japan"
"Japan",15,"total -  Family","total -  Family  -  Japan"
"Japan",38,"total -  Fantasy","total -  Fantasy  -  Japan"
"Japan",1,"total -  Film Noir","total -  Film Noir  -  Japan"
"Japan",6,"total -  History","total -  History  -  Japan"
"Japan",38,"total -  Horror","total -  Horror  -  Japan"
"Japan",4,"total -  Music","total -  Music  -  Japan"
"Japan",1,"total -  Musical","total -  Musical  -  Japan"
"Japan",41,"total -  Mystery","total -  Mystery  -  Japan"
"Japan",169,"total -  Romance","total -  Romance  -  Japan"
"Japan",34,"total -  Sci Fi","total -  Sci Fi  -  Japan"
"Japan",5,"total -  Sport","total -  Sport  -  Japan"
"Japan",1,"total -  Talk Show","total -  Talk Show  -  Japan"
"Japan",66,"total -  Thriller","total -  Thriller  -  Japan"
"Japan",3,"total -  War","total -  War  -  Japan"
"Japan",2,"total -  Western","total -  Western  -  Japan"
"Jordan",204,"total -  Action","total -  Action  -  Jordan"
"Jordan",2,"total -  Adult","total -  Adult  -  Jordan"
"Jordan",102,"total -  Adventure","total -  Adventure  -  Jordan"
"Jordan",26,"total -  Animation","total -  Animation  -  Jordan"
"Jordan",13,"total -  Biography","total -  Biography  -  Jordan"
"Jordan",144,"total -  Comedy","total -  Comedy  -  Jordan"
"Jordan",131,"total -  Crime","total -  Crime  -  Jordan"
"Jordan",13,"total -  Documentary","total -  Documentary  -  Jordan"
"Jordan",367,"total -  Drama","total -  Drama  -  Jordan"
"Jordan",17,"total -  Family","total -  Family  -  Jordan"
"Jordan",42,"total -  Fantasy","total -  Fantasy  -  Jordan"
"Jordan",3,"total -  Film Noir","total -  Film Noir  -  Jordan"
"Jordan",5,"total -  Game Show","total -  Game Show  -  Jordan"
"Jordan",5,"total -  History","total -  History  -  Jordan"
"Jordan",31,"total -  Horror","total -  Horror  -  Jordan"
"Jordan",1,"total -  Musical","total -  Musical  -  Jordan"
"Jordan",37,"total -  Mystery","total -  Mystery  -  Jordan"
"Jordan",9,"total -  Reality TV","total -  Reality TV  -  Jordan"
"Jordan",167,"total -  Romance","total -  Romance  -  Jordan"
"Jordan",26,"total -  Sci Fi","total -  Sci Fi  -  Jordan"
"Jordan",8,"total -  Sport","total -  Sport  -  Jordan"
"Jordan",9,"total -  Talk Show","total -  Talk Show  -  Jordan"
"Jordan",70,"total -  Thriller","total -  Thriller  -  Jordan"
"Jordan",3,"total -  War","total -  War  -  Jordan"
"Jordan",7,"total -  Western","total -  Western  -  Jordan"
"Kenya",207,"total -  Action","total -  Action  -  Kenya"
"Kenya",4,"total -  Adult","total -  Adult  -  Kenya"
"Kenya",95,"total -  Adventure","total -  Adventure  -  Kenya"
"Kenya",23,"total -  Animation","total -  Animation  -  Kenya"
"Kenya",11,"total -  Biography","total -  Biography  -  Kenya"
"Kenya",177,"total -  Comedy","total -  Comedy  -  Kenya"
"Kenya",144,"total -  Crime","total -  Crime  -  Kenya"
"Kenya",17,"total -  Documentary","total -  Documentary  -  Kenya"
"Kenya",332,"total -  Drama","total -  Drama  -  Kenya"
"Kenya",15,"total -  Family","total -  Family  -  Kenya"
"Kenya",35,"total -  Fantasy","total -  Fantasy  -  Kenya"
"Kenya",4,"total -  Film Noir","total -  Film Noir  -  Kenya"
"Kenya",10,"total -  Game Show","total -  Game Show  -  Kenya"
"Kenya",6,"total -  History","total -  History  -  Kenya"
"Kenya",20,"total -  Horror","total -  Horror  -  Kenya"
"Kenya",1,"total -  Music","total -  Music  -  Kenya"
"Kenya",2,"total -  Musical","total -  Musical  -  Kenya"
"Kenya",52,"total -  Mystery","total -  Mystery  -  Kenya"
"Kenya",25,"total -  Reality TV","total -  Reality TV  -  Kenya"
"Kenya",93,"total -  Romance","total -  Romance  -  Kenya"
"Kenya",35,"total -  Sci Fi","total -  Sci Fi  -  Kenya"
"Kenya",12,"total -  Sport","total -  Sport  -  Kenya"
"Kenya",8,"total -  Talk Show","total -  Talk Show  -  Kenya"
"Kenya",81,"total -  Thriller","total -  Thriller  -  Kenya"
"Kenya",2,"total -  War","total -  War  -  Kenya"
"Kenya",6,"total -  Western","total -  Western  -  Kenya"
"Kuwait",221,"total -  Action","total -  Action  -  Kuwait"
"Kuwait",1,"total -  Adult","total -  Adult  -  Kuwait"
"Kuwait",135,"total -  Adventure","total -  Adventure  -  Kuwait"
"Kuwait",48,"total -  Animation","total -  Animation  -  Kuwait"
"Kuwait",11,"total -  Biography","total -  Biography  -  Kuwait"
"Kuwait",151,"total -  Comedy","total -  Comedy  -  Kuwait"
"Kuwait",131,"total -  Crime","total -  Crime  -  Kuwait"
"Kuwait",15,"total -  Documentary","total -  Documentary  -  Kuwait"
"Kuwait",317,"total -  Drama","total -  Drama  -  Kuwait"
"Kuwait",32,"total -  Family","total -  Family  -  Kuwait"
"Kuwait",51,"total -  Fantasy","total -  Fantasy  -  Kuwait"
"Kuwait",3,"total -  Film Noir","total -  Film Noir  -  Kuwait"
"Kuwait",7,"total -  Game Show","total -  Game Show  -  Kuwait"
"Kuwait",7,"total -  History","total -  History  -  Kuwait"
"Kuwait",40,"total -  Horror","total -  Horror  -  Kuwait"
"Kuwait",1,"total -  Music","total -  Music  -  Kuwait"
"Kuwait",1,"total -  Musical","total -  Musical  -  Kuwait"
"Kuwait",48,"total -  Mystery","total -  Mystery  -  Kuwait"
"Kuwait",12,"total -  Reality TV","total -  Reality TV  -  Kuwait"
"Kuwait",77,"total -  Romance","total -  Romance  -  Kuwait"
"Kuwait",26,"total -  Sci Fi","total -  Sci Fi  -  Kuwait"
"Kuwait",7,"total -  Sport","total -  Sport  -  Kuwait"
"Kuwait",10,"total -  Talk Show","total -  Talk Show  -  Kuwait"
"Kuwait",86,"total -  Thriller","total -  Thriller  -  Kuwait"
"Kuwait",3,"total -  War","total -  War  -  Kuwait"
"Kuwait",5,"total -  Western","total -  Western  -  Kuwait"
"Latvia",171,"total -  Action","total -  Action  -  Latvia"
"Latvia",146,"total -  Adventure","total -  Adventure  -  Latvia"
"Latvia",80,"total -  Animation","total -  Animation  -  Latvia"
"Latvia",6,"total -  Biography","total -  Biography  -  Latvia"
"Latvia",239,"total -  Comedy","total -  Comedy  -  Latvia"
"Latvia",118,"total -  Crime","total -  Crime  -  Latvia"
"Latvia",21,"total -  Documentary","total -  Documentary  -  Latvia"
"Latvia",268,"total -  Drama","total -  Drama  -  Latvia"
"Latvia",26,"total -  Family","total -  Family  -  Latvia"
"Latvia",37,"total -  Fantasy","total -  Fantasy  -  Latvia"
"Latvia",2,"total -  Film Noir","total -  Film Noir  -  Latvia"
"Latvia",8,"total -  Game Show","total -  Game Show  -  Latvia"
"Latvia",2,"total -  History","total -  History  -  Latvia"
"Latvia",27,"total -  Horror","total -  Horror  -  Latvia"
"Latvia",2,"total -  Music","total -  Music  -  Latvia"
"Latvia",60,"total -  Mystery","total -  Mystery  -  Latvia"
"Latvia",18,"total -  Reality TV","total -  Reality TV  -  Latvia"
"Latvia",96,"total -  Romance","total -  Romance  -  Latvia"
"Latvia",53,"total -  Sci Fi","total -  Sci Fi  -  Latvia"
"Latvia",13,"total -  Sport","total -  Sport  -  Latvia"
"Latvia",9,"total -  Talk Show","total -  Talk Show  -  Latvia"
"Latvia",52,"total -  Thriller","total -  Thriller  -  Latvia"
"Latvia",2,"total -  War","total -  War  -  Latvia"
"Latvia",4,"total -  Western","total -  Western  -  Latvia"
"Lebanon",199,"total -  Action","total -  Action  -  Lebanon"
"Lebanon",3,"total -  Adult","total -  Adult  -  Lebanon"
"Lebanon",107,"total -  Adventure","total -  Adventure  -  Lebanon"
"Lebanon",20,"total -  Animation","total -  Animation  -  Lebanon"
"Lebanon",11,"total -  Biography","total -  Biography  -  Lebanon"
"Lebanon",163,"total -  Comedy","total -  Comedy  -  Lebanon"
"Lebanon",142,"total -  Crime","total -  Crime  -  Lebanon"
"Lebanon",13,"total -  Documentary","total -  Documentary  -  Lebanon"
"Lebanon",363,"total -  Drama","total -  Drama  -  Lebanon"
"Lebanon",23,"total -  Family","total -  Family  -  Lebanon"
"Lebanon",55,"total -  Fantasy","total -  Fantasy  -  Lebanon"
"Lebanon",3,"total -  Film Noir","total -  Film Noir  -  Lebanon"
"Lebanon",8,"total -  Game Show","total -  Game Show  -  Lebanon"
"Lebanon",4,"total -  History","total -  History  -  Lebanon"
"Lebanon",25,"total -  Horror","total -  Horror  -  Lebanon"
"Lebanon",2,"total -  Music","total -  Music  -  Lebanon"
"Lebanon",1,"total -  Musical","total -  Musical  -  Lebanon"
"Lebanon",34,"total -  Mystery","total -  Mystery  -  Lebanon"
"Lebanon",13,"total -  Reality TV","total -  Reality TV  -  Lebanon"
"Lebanon",118,"total -  Romance","total -  Romance  -  Lebanon"
"Lebanon",24,"total -  Sci Fi","total -  Sci Fi  -  Lebanon"
"Lebanon",10,"total -  Sport","total -  Sport  -  Lebanon"
"Lebanon",11,"total -  Talk Show","total -  Talk Show  -  Lebanon"
"Lebanon",78,"total -  Thriller","total -  Thriller  -  Lebanon"
"Lebanon",3,"total -  War","total -  War  -  Lebanon"
"Lebanon",7,"total -  Western","total -  Western  -  Lebanon"
"Lithuania",147,"total -  Action","total -  Action  -  Lithuania"
"Lithuania",102,"total -  Adventure","total -  Adventure  -  Lithuania"
"Lithuania",46,"total -  Animation","total -  Animation  -  Lithuania"
"Lithuania",8,"total -  Biography","total -  Biography  -  Lithuania"
"Lithuania",210,"total -  Comedy","total -  Comedy  -  Lithuania"
"Lithuania",129,"total -  Crime","total -  Crime  -  Lithuania"
"Lithuania",25,"total -  Documentary","total -  Documentary  -  Lithuania"
"Lithuania",269,"total -  Drama","total -  Drama  -  Lithuania"
"Lithuania",24,"total -  Family","total -  Family  -  Lithuania"
"Lithuania",39,"total -  Fantasy","total -  Fantasy  -  Lithuania"
"Lithuania",2,"total -  Film Noir","total -  Film Noir  -  Lithuania"
"Lithuania",9,"total -  Game Show","total -  Game Show  -  Lithuania"
"Lithuania",1,"total -  History","total -  History  -  Lithuania"
"Lithuania",32,"total -  Horror","total -  Horror  -  Lithuania"
"Lithuania",3,"total -  Music","total -  Music  -  Lithuania"
"Lithuania",45,"total -  Mystery","total -  Mystery  -  Lithuania"
"Lithuania",16,"total -  Reality TV","total -  Reality TV  -  Lithuania"
"Lithuania",110,"total -  Romance","total -  Romance  -  Lithuania"
"Lithuania",36,"total -  Sci Fi","total -  Sci Fi  -  Lithuania"
"Lithuania",14,"total -  Sport","total -  Sport  -  Lithuania"
"Lithuania",7,"total -  Talk Show","total -  Talk Show  -  Lithuania"
"Lithuania",57,"total -  Thriller","total -  Thriller  -  Lithuania"
"Lithuania",3,"total -  War","total -  War  -  Lithuania"
"Lithuania",6,"total -  Western","total -  Western  -  Lithuania"
"Luxembourg",180,"total -  Action","total -  Action  -  Luxembourg"
"Luxembourg",126,"total -  Adventure","total -  Adventure  -  Luxembourg"
"Luxembourg",46,"total -  Animation","total -  Animation  -  Luxembourg"
"Luxembourg",7,"total -  Biography","total -  Biography  -  Luxembourg"
"Luxembourg",173,"total -  Comedy","total -  Comedy  -  Luxembourg"
"Luxembourg",145,"total -  Crime","total -  Crime  -  Luxembourg"
"Luxembourg",25,"total -  Documentary","total -  Documentary  -  Luxembourg"
"Luxembourg",334,"total -  Drama","total -  Drama  -  Luxembourg"
"Luxembourg",35,"total -  Family","total -  Family  -  Luxembourg"
"Luxembourg",53,"total -  Fantasy","total -  Fantasy  -  Luxembourg"
"Luxembourg",2,"total -  Film Noir","total -  Film Noir  -  Luxembourg"
"Luxembourg",7,"total -  Game Show","total -  Game Show  -  Luxembourg"
"Luxembourg",3,"total -  History","total -  History  -  Luxembourg"
"Luxembourg",27,"total -  Horror","total -  Horror  -  Luxembourg"
"Luxembourg",20,"total -  Music","total -  Music  -  Luxembourg"
"Luxembourg",47,"total -  Mystery","total -  Mystery  -  Luxembourg"
"Luxembourg",14,"total -  Reality TV","total -  Reality TV  -  Luxembourg"
"Luxembourg",93,"total -  Romance","total -  Romance  -  Luxembourg"
"Luxembourg",25,"total -  Sci Fi","total -  Sci Fi  -  Luxembourg"
"Luxembourg",17,"total -  Sport","total -  Sport  -  Luxembourg"
"Luxembourg",10,"total -  Talk Show","total -  Talk Show  -  Luxembourg"
"Luxembourg",55,"total -  Thriller","total -  Thriller  -  Luxembourg"
"Luxembourg",3,"total -  War","total -  War  -  Luxembourg"
"Luxembourg",8,"total -  Western","total -  Western  -  Luxembourg"
"Malaysia",230,"total -  Action","total -  Action  -  Malaysia"
"Malaysia",111,"total -  Adventure","total -  Adventure  -  Malaysia"
"Malaysia",37,"total -  Animation","total -  Animation  -  Malaysia"
"Malaysia",3,"total -  Biography","total -  Biography  -  Malaysia"
"Malaysia",189,"total -  Comedy","total -  Comedy  -  Malaysia"
"Malaysia",154,"total -  Crime","total -  Crime  -  Malaysia"
"Malaysia",10,"total -  Documentary","total -  Documentary  -  Malaysia"
"Malaysia",336,"total -  Drama","total -  Drama  -  Malaysia"
"Malaysia",17,"total -  Family","total -  Family  -  Malaysia"
"Malaysia",57,"total -  Fantasy","total -  Fantasy  -  Malaysia"
"Malaysia",2,"total -  Film Noir","total -  Film Noir  -  Malaysia"
"Malaysia",1,"total -  Game Show","total -  Game Show  -  Malaysia"
"Malaysia",5,"total -  History","total -  History  -  Malaysia"
"Malaysia",37,"total -  Horror","total -  Horror  -  Malaysia"
"Malaysia",3,"total -  Music","total -  Music  -  Malaysia"
"Malaysia",2,"total -  Musical","total -  Musical  -  Malaysia"
"Malaysia",69,"total -  Mystery","total -  Mystery  -  Malaysia"
"Malaysia",3,"total -  Reality TV","total -  Reality TV  -  Malaysia"
"Malaysia",102,"total -  Romance","total -  Romance  -  Malaysia"
"Malaysia",32,"total -  Sci Fi","total -  Sci Fi  -  Malaysia"
"Malaysia",10,"total -  Sport","total -  Sport  -  Malaysia"
"Malaysia",5,"total -  Talk Show","total -  Talk Show  -  Malaysia"
"Malaysia",85,"total -  Thriller","total -  Thriller  -  Malaysia"
"Malaysia",2,"total -  War","total -  War  -  Malaysia"
"Malaysia",1,"total -  Western","total -  Western  -  Malaysia"
"Maldives",196,"total -  Action","total -  Action  -  Maldives"
"Maldives",110,"total -  Adventure","total -  Adventure  -  Maldives"
"Maldives",45,"total -  Animation","total -  Animation  -  Maldives"
"Maldives",1,"total -  Biography","total -  Biography  -  Maldives"
"Maldives",188,"total -  Comedy","total -  Comedy  -  Maldives"
"Maldives",160,"total -  Crime","total -  Crime  -  Maldives"
"Maldives",14,"total -  Documentary","total -  Documentary  -  Maldives"
"Maldives",322,"total -  Drama","total -  Drama  -  Maldives"
"Maldives",19,"total -  Family","total -  Family  -  Maldives"
"Maldives",39,"total -  Fantasy","total -  Fantasy  -  Maldives"
"Maldives",2,"total -  Film Noir","total -  Film Noir  -  Maldives"
"Maldives",6,"total -  Game Show","total -  Game Show  -  Maldives"
"Maldives",24,"total -  Horror","total -  Horror  -  Maldives"
"Maldives",69,"total -  Mystery","total -  Mystery  -  Maldives"
"Maldives",11,"total -  Reality TV","total -  Reality TV  -  Maldives"
"Maldives",97,"total -  Romance","total -  Romance  -  Maldives"
"Maldives",28,"total -  Sci Fi","total -  Sci Fi  -  Maldives"
"Maldives",7,"total -  Sport","total -  Sport  -  Maldives"
"Maldives",10,"total -  Talk Show","total -  Talk Show  -  Maldives"
"Maldives",65,"total -  Thriller","total -  Thriller  -  Maldives"
"Maldives",2,"total -  War","total -  War  -  Maldives"
"Maldives",2,"total -  Western","total -  Western  -  Maldives"
"Malta",180,"total -  Action","total -  Action  -  Malta"
"Malta",2,"total -  Adult","total -  Adult  -  Malta"
"Malta",90,"total -  Adventure","total -  Adventure  -  Malta"
"Malta",19,"total -  Animation","total -  Animation  -  Malta"
"Malta",15,"total -  Biography","total -  Biography  -  Malta"
"Malta",163,"total -  Comedy","total -  Comedy  -  Malta"
"Malta",151,"total -  Crime","total -  Crime  -  Malta"
"Malta",27,"total -  Documentary","total -  Documentary  -  Malta"
"Malta",331,"total -  Drama","total -  Drama  -  Malta"
"Malta",21,"total -  Family","total -  Family  -  Malta"
"Malta",31,"total -  Fantasy","total -  Fantasy  -  Malta"
"Malta",2,"total -  Film Noir","total -  Film Noir  -  Malta"
"Malta",7,"total -  Game Show","total -  Game Show  -  Malta"
"Malta",7,"total -  History","total -  History  -  Malta"
"Malta",22,"total -  Horror","total -  Horror  -  Malta"
"Malta",19,"total -  Music","total -  Music  -  Malta"
"Malta",1,"total -  Musical","total -  Musical  -  Malta"
"Malta",57,"total -  Mystery","total -  Mystery  -  Malta"
"Malta",15,"total -  Reality TV","total -  Reality TV  -  Malta"
"Malta",94,"total -  Romance","total -  Romance  -  Malta"
"Malta",37,"total -  Sci Fi","total -  Sci Fi  -  Malta"
"Malta",12,"total -  Sport","total -  Sport  -  Malta"
"Malta",10,"total -  Talk Show","total -  Talk Show  -  Malta"
"Malta",72,"total -  Thriller","total -  Thriller  -  Malta"
"Malta",4,"total -  War","total -  War  -  Malta"
"Malta",3,"total -  Western","total -  Western  -  Malta"
"Martinique",218,"total -  Action","total -  Action  -  Martinique"
"Martinique",107,"total -  Adventure","total -  Adventure  -  Martinique"
"Martinique",41,"total -  Animation","total -  Animation  -  Martinique"
"Martinique",1,"total -  Biography","total -  Biography  -  Martinique"
"Martinique",151,"total -  Comedy","total -  Comedy  -  Martinique"
"Martinique",158,"total -  Crime","total -  Crime  -  Martinique"
"Martinique",14,"total -  Documentary","total -  Documentary  -  Martinique"
"Martinique",345,"total -  Drama","total -  Drama  -  Martinique"
"Martinique",18,"total -  Family","total -  Family  -  Martinique"
"Martinique",48,"total -  Fantasy","total -  Fantasy  -  Martinique"
"Martinique",2,"total -  Film Noir","total -  Film Noir  -  Martinique"
"Martinique",5,"total -  Game Show","total -  Game Show  -  Martinique"
"Martinique",4,"total -  History","total -  History  -  Martinique"
"Martinique",27,"total -  Horror","total -  Horror  -  Martinique"
"Martinique",32,"total -  Music","total -  Music  -  Martinique"
"Martinique",2,"total -  Musical","total -  Musical  -  Martinique"
"Martinique",42,"total -  Mystery","total -  Mystery  -  Martinique"
"Martinique",13,"total -  Reality TV","total -  Reality TV  -  Martinique"
"Martinique",82,"total -  Romance","total -  Romance  -  Martinique"
"Martinique",40,"total -  Sci Fi","total -  Sci Fi  -  Martinique"
"Martinique",9,"total -  Sport","total -  Sport  -  Martinique"
"Martinique",5,"total -  Talk Show","total -  Talk Show  -  Martinique"
"Martinique",70,"total -  Thriller","total -  Thriller  -  Martinique"
"Martinique",4,"total -  Western","total -  Western  -  Martinique"
"Mauritius",210,"total -  Action","total -  Action  -  Mauritius"
"Mauritius",2,"total -  Adult","total -  Adult  -  Mauritius"
"Mauritius",112,"total -  Adventure","total -  Adventure  -  Mauritius"
"Mauritius",34,"total -  Animation","total -  Animation  -  Mauritius"
"Mauritius",1,"total -  Biography","total -  Biography  -  Mauritius"
"Mauritius",191,"total -  Comedy","total -  Comedy  -  Mauritius"
"Mauritius",146,"total -  Crime","total -  Crime  -  Mauritius"
"Mauritius",12,"total -  Documentary","total -  Documentary  -  Mauritius"
"Mauritius",320,"total -  Drama","total -  Drama  -  Mauritius"
"Mauritius",19,"total -  Family","total -  Family  -  Mauritius"
"Mauritius",48,"total -  Fantasy","total -  Fantasy  -  Mauritius"
"Mauritius",2,"total -  Film Noir","total -  Film Noir  -  Mauritius"
