"parents","n","labels","id"
"Lebanon",10," Sport","Lebanon  -   Sport"
"Lebanon",11," Talk Show","Lebanon  -   Talk Show"
"Lebanon",78," Thriller","Lebanon  -   Thriller"
"Lebanon",3," War","Lebanon  -   War"
"Lebanon",7," Western","Lebanon  -   Western"
"Lithuania",147," Action","Lithuania  -   Action"
"Lithuania",102," Adventure","Lithuania  -   Adventure"
"Lithuania",46," Animation","Lithuania  -   Animation"
"Lithuania",8," Biography","Lithuania  -   Biography"
"Lithuania",210," Comedy","Lithuania  -   Comedy"
"Lithuania",129," Crime","Lithuania  -   Crime"
"Lithuania",25," Documentary","Lithuania  -   Documentary"
"Lithuania",269," Drama","Lithuania  -   Drama"
"Lithuania",24," Family","Lithuania  -   Family"
"Lithuania",39," Fantasy","Lithuania  -   Fantasy"
"Lithuania",2," Film Noir","Lithuania  -   Film Noir"
"Lithuania",9," Game Show","Lithuania  -   Game Show"
"Lithuania",1," History","Lithuania  -   History"
"Lithuania",32," Horror","Lithuania  -   Horror"
"Lithuania",3," Music","Lithuania  -   Music"
"Lithuania",45," Mystery","Lithuania  -   Mystery"
"Lithuania",16," Reality TV","Lithuania  -   Reality TV"
"Lithuania",110," Romance","Lithuania  -   Romance"
"Lithuania",36," Sci Fi","Lithuania  -   Sci Fi"
"Lithuania",14," Sport","Lithuania  -   Sport"
"Lithuania",7," Talk Show","Lithuania  -   Talk Show"
"Lithuania",57," Thriller","Lithuania  -   Thriller"
"Lithuania",3," War","Lithuania  -   War"
"Lithuania",6," Western","Lithuania  -   Western"
"Luxembourg",180," Action","Luxembourg  -   Action"
"Luxembourg",126," Adventure","Luxembourg  -   Adventure"
"Luxembourg",46," Animation","Luxembourg  -   Animation"
"Luxembourg",7," Biography","Luxembourg  -   Biography"
"Luxembourg",173," Comedy","Luxembourg  -   Comedy"
"Luxembourg",145," Crime","Luxembourg  -   Crime"
"Luxembourg",25," Documentary","Luxembourg  -   Documentary"
"Luxembourg",334," Drama","Luxembourg  -   Drama"
"Luxembourg",35," Family","Luxembourg  -   Family"
"Luxembourg",53," Fantasy","Luxembourg  -   Fantasy"
"Luxembourg",2," Film Noir","Luxembourg  -   Film Noir"
"Luxembourg",7," Game Show","Luxembourg  -   Game Show"
"Luxembourg",3," History","Luxembourg  -   History"
"Luxembourg",27," Horror","Luxembourg  -   Horror"
"Luxembourg",20," Music","Luxembourg  -   Music"
"Luxembourg",47," Mystery","Luxembourg  -   Mystery"
"Luxembourg",14," Reality TV","Luxembourg  -   Reality TV"
"Luxembourg",93," Romance","Luxembourg  -   Romance"
"Luxembourg",25," Sci Fi","Luxembourg  -   Sci Fi"
"Luxembourg",17," Sport","Luxembourg  -   Sport"
"Luxembourg",10," Talk Show","Luxembourg  -   Talk Show"
"Luxembourg",55," Thriller","Luxembourg  -   Thriller"
"Luxembourg",3," War","Luxembourg  -   War"
"Luxembourg",8," Western","Luxembourg  -   Western"
"Malaysia",230," Action","Malaysia  -   Action"
"Malaysia",111," Adventure","Malaysia  -   Adventure"
"Malaysia",37," Animation","Malaysia  -   Animation"
"Malaysia",3," Biography","Malaysia  -   Biography"
"Malaysia",189," Comedy","Malaysia  -   Comedy"
"Malaysia",154," Crime","Malaysia  -   Crime"
"Malaysia",10," Documentary","Malaysia  -   Documentary"
"Malaysia",336," Drama","Malaysia  -   Drama"
"Malaysia",17," Family","Malaysia  -   Family"
"Malaysia",57," Fantasy","Malaysia  -   Fantasy"
"Malaysia",2," Film Noir","Malaysia  -   Film Noir"
"Malaysia",1," Game Show","Malaysia  -   Game Show"
"Malaysia",5," History","Malaysia  -   History"
"Malaysia",37," Horror","Malaysia  -   Horror"
"Malaysia",3," Music","Malaysia  -   Music"
"Malaysia",2," Musical","Malaysia  -   Musical"
"Malaysia",69," Mystery","Malaysia  -   Mystery"
"Malaysia",3," Reality TV","Malaysia  -   Reality TV"
"Malaysia",102," Romance","Malaysia  -   Romance"
"Malaysia",32," Sci Fi","Malaysia  -   Sci Fi"
"Malaysia",10," Sport","Malaysia  -   Sport"
"Malaysia",5," Talk Show","Malaysia  -   Talk Show"
"Malaysia",85," Thriller","Malaysia  -   Thriller"
"Malaysia",2," War","Malaysia  -   War"
"Malaysia",1," Western","Malaysia  -   Western"
"Maldives",196," Action","Maldives  -   Action"
"Maldives",110," Adventure","Maldives  -   Adventure"
"Maldives",45," Animation","Maldives  -   Animation"
"Maldives",1," Biography","Maldives  -   Biography"
"Maldives",188," Comedy","Maldives  -   Comedy"
"Maldives",160," Crime","Maldives  -   Crime"
"Maldives",14," Documentary","Maldives  -   Documentary"
"Maldives",322," Drama","Maldives  -   Drama"
"Maldives",19," Family","Maldives  -   Family"
"Maldives",39," Fantasy","Maldives  -   Fantasy"
"Maldives",2," Film Noir","Maldives  -   Film Noir"
"Maldives",6," Game Show","Maldives  -   Game Show"
"Maldives",24," Horror","Maldives  -   Horror"
"Maldives",69," Mystery","Maldives  -   Mystery"
"Maldives",11," Reality TV","Maldives  -   Reality TV"
"Maldives",97," Romance","Maldives  -   Romance"
"Maldives",28," Sci Fi","Maldives  -   Sci Fi"
"Maldives",7," Sport","Maldives  -   Sport"
"Maldives",10," Talk Show","Maldives  -   Talk Show"
"Maldives",65," Thriller","Maldives  -   Thriller"
"Maldives",2," War","Maldives  -   War"
"Maldives",2," Western","Maldives  -   Western"
"Malta",180," Action","Malta  -   Action"
"Malta",2," Adult","Malta  -   Adult"
"Malta",90," Adventure","Malta  -   Adventure"
"Malta",19," Animation","Malta  -   Animation"
"Malta",15," Biography","Malta  -   Biography"
"Malta",163," Comedy","Malta  -   Comedy"
"Malta",151," Crime","Malta  -   Crime"
"Malta",27," Documentary","Malta  -   Documentary"
"Malta",331," Drama","Malta  -   Drama"
"Malta",21," Family","Malta  -   Family"
"Malta",31," Fantasy","Malta  -   Fantasy"
"Malta",2," Film Noir","Malta  -   Film Noir"
"Malta",7," Game Show","Malta  -   Game Show"
"Malta",7," History","Malta  -   History"
"Malta",22," Horror","Malta  -   Horror"
"Malta",19," Music","Malta  -   Music"
"Malta",1," Musical","Malta  -   Musical"
"Malta",57," Mystery","Malta  -   Mystery"
"Malta",15," Reality TV","Malta  -   Reality TV"
"Malta",94," Romance","Malta  -   Romance"
"Malta",37," Sci Fi","Malta  -   Sci Fi"
"Malta",12," Sport","Malta  -   Sport"
"Malta",10," Talk Show","Malta  -   Talk Show"
"Malta",72," Thriller","Malta  -   Thriller"
"Malta",4," War","Malta  -   War"
"Malta",3," Western","Malta  -   Western"
"Martinique",218," Action","Martinique  -   Action"
"Martinique",107," Adventure","Martinique  -   Adventure"
"Martinique",41," Animation","Martinique  -   Animation"
"Martinique",1," Biography","Martinique  -   Biography"
"Martinique",151," Comedy","Martinique  -   Comedy"
"Martinique",158," Crime","Martinique  -   Crime"
"Martinique",14," Documentary","Martinique  -   Documentary"
"Martinique",345," Drama","Martinique  -   Drama"
"Martinique",18," Family","Martinique  -   Family"
"Martinique",48," Fantasy","Martinique  -   Fantasy"
"Martinique",2," Film Noir","Martinique  -   Film Noir"
"Martinique",5," Game Show","Martinique  -   Game Show"
"Martinique",4," History","Martinique  -   History"
"Martinique",27," Horror","Martinique  -   Horror"
"Martinique",32," Music","Martinique  -   Music"
"Martinique",2," Musical","Martinique  -   Musical"
"Martinique",42," Mystery","Martinique  -   Mystery"
"Martinique",13," Reality TV","Martinique  -   Reality TV"
"Martinique",82," Romance","Martinique  -   Romance"
"Martinique",40," Sci Fi","Martinique  -   Sci Fi"
"Martinique",9," Sport","Martinique  -   Sport"
"Martinique",5," Talk Show","Martinique  -   Talk Show"
"Martinique",70," Thriller","Martinique  -   Thriller"
"Martinique",4," Western","Martinique  -   Western"
"Mauritius",210," Action","Mauritius  -   Action"
"Mauritius",2," Adult","Mauritius  -   Adult"
"Mauritius",112," Adventure","Mauritius  -   Adventure"
"Mauritius",34," Animation","Mauritius  -   Animation"
"Mauritius",1," Biography","Mauritius  -   Biography"
"Mauritius",191," Comedy","Mauritius  -   Comedy"
"Mauritius",146," Crime","Mauritius  -   Crime"
"Mauritius",12," Documentary","Mauritius  -   Documentary"
"Mauritius",320," Drama","Mauritius  -   Drama"
"Mauritius",19," Family","Mauritius  -   Family"
"Mauritius",48," Fantasy","Mauritius  -   Fantasy"
"Mauritius",2," Film Noir","Mauritius  -   Film Noir"
"Mauritius",7," Game Show","Mauritius  -   Game Show"
"Mauritius",3," History","Mauritius  -   History"
"Mauritius",30," Horror","Mauritius  -   Horror"
"Mauritius",2," Music","Mauritius  -   Music"
"Mauritius",2," Musical","Mauritius  -   Musical"
"Mauritius",58," Mystery","Mauritius  -   Mystery"
"Mauritius",16," Reality TV","Mauritius  -   Reality TV"
"Mauritius",92," Romance","Mauritius  -   Romance"
"Mauritius",40," Sci Fi","Mauritius  -   Sci Fi"
"Mauritius",9," Sport","Mauritius  -   Sport"
"Mauritius",9," Talk Show","Mauritius  -   Talk Show"
"Mauritius",64," Thriller","Mauritius  -   Thriller"
"Mauritius",1," War","Mauritius  -   War"
"Mauritius",2," Western","Mauritius  -   Western"
"Mexico",125," Action","Mexico  -   Action"
"Mexico",1," Adult","Mexico  -   Adult"
"Mexico",135," Adventure","Mexico  -   Adventure"
"Mexico",88," Animation","Mexico  -   Animation"
"Mexico",5," Biography","Mexico  -   Biography"
"Mexico",217," Comedy","Mexico  -   Comedy"
"Mexico",102," Crime","Mexico  -   Crime"
"Mexico",12," Documentary","Mexico  -   Documentary"
"Mexico",331," Drama","Mexico  -   Drama"
"Mexico",20," Family","Mexico  -   Family"
"Mexico",39," Fantasy","Mexico  -   Fantasy"
"Mexico",2," Film Noir","Mexico  -   Film Noir"
"Mexico",3," History","Mexico  -   History"
"Mexico",29," Horror","Mexico  -   Horror"
"Mexico",19," Music","Mexico  -   Music"
"Mexico",5," Musical","Mexico  -   Musical"
"Mexico",42," Mystery","Mexico  -   Mystery"
"Mexico",2," Reality TV","Mexico  -   Reality TV"
"Mexico",107," Romance","Mexico  -   Romance"
"Mexico",20," Sci Fi","Mexico  -   Sci Fi"
"Mexico",11," Sport","Mexico  -   Sport"
"Mexico",6," Talk Show","Mexico  -   Talk Show"
"Mexico",57," Thriller","Mexico  -   Thriller"
"Mexico",2," War","Mexico  -   War"
"Mexico",2," Western","Mexico  -   Western"
"Morocco",251," Action","Morocco  -   Action"
"Morocco",98," Adventure","Morocco  -   Adventure"
"Morocco",30," Animation","Morocco  -   Animation"
"Morocco",4," Biography","Morocco  -   Biography"
"Morocco",160," Comedy","Morocco  -   Comedy"
"Morocco",195," Crime","Morocco  -   Crime"
"Morocco",15," Documentary","Morocco  -   Documentary"
"Morocco",363," Drama","Morocco  -   Drama"
"Morocco",14," Family","Morocco  -   Family"
"Morocco",36," Fantasy","Morocco  -   Fantasy"
"Morocco",3," Film Noir","Morocco  -   Film Noir"
"Morocco",5," Game Show","Morocco  -   Game Show"
"Morocco",9," History","Morocco  -   History"
"Morocco",30," Horror","Morocco  -   Horror"
"Morocco",2," Music","Morocco  -   Music"
"Morocco",1," Musical","Morocco  -   Musical"
"Morocco",57," Mystery","Morocco  -   Mystery"
"Morocco",11," Reality TV","Morocco  -   Reality TV"
"Morocco",76," Romance","Morocco  -   Romance"
"Morocco",29," Sci Fi","Morocco  -   Sci Fi"
"Morocco",11," Sport","Morocco  -   Sport"
"Morocco",7," Talk Show","Morocco  -   Talk Show"
"Morocco",92," Thriller","Morocco  -   Thriller"
"Morocco",3," War","Morocco  -   War"
"Morocco",6," Western","Morocco  -   Western"
"Netherlands",166," Action","Netherlands  -   Action"
"Netherlands",1," Adult","Netherlands  -   Adult"
"Netherlands",124," Adventure","Netherlands  -   Adventure"
"Netherlands",55," Animation","Netherlands  -   Animation"
"Netherlands",17," Biography","Netherlands  -   Biography"
"Netherlands",160," Comedy","Netherlands  -   Comedy"
"Netherlands",153," Crime","Netherlands  -   Crime"
"Netherlands",27," Documentary","Netherlands  -   Documentary"
"Netherlands",331," Drama","Netherlands  -   Drama"
"Netherlands",23," Family","Netherlands  -   Family"
"Netherlands",44," Fantasy","Netherlands  -   Fantasy"
"Netherlands",3," Film Noir","Netherlands  -   Film Noir"
"Netherlands",6," Game Show","Netherlands  -   Game Show"
"Netherlands",5," History","Netherlands  -   History"
"Netherlands",27," Horror","Netherlands  -   Horror"
"Netherlands",3," Musical","Netherlands  -   Musical"
"Netherlands",51," Mystery","Netherlands  -   Mystery"
"Netherlands",17," Reality TV","Netherlands  -   Reality TV"
"Netherlands",86," Romance","Netherlands  -   Romance"
"Netherlands",29," Sci Fi","Netherlands  -   Sci Fi"
"Netherlands",13," Sport","Netherlands  -   Sport"
"Netherlands",10," Talk Show","Netherlands  -   Talk Show"
"Netherlands",57," Thriller","Netherlands  -   Thriller"
"Netherlands",7," War","Netherlands  -   War"
"Netherlands",7," Western","Netherlands  -   Western"
"New Caledonia",262," Action","New Caledonia  -   Action"
"New Caledonia",135," Adventure","New Caledonia  -   Adventure"
"New Caledonia",57," Animation","New Caledonia  -   Animation"
"New Caledonia",5," Biography","New Caledonia  -   Biography"
"New Caledonia",136," Comedy","New Caledonia  -   Comedy"
"New Caledonia",161," Crime","New Caledonia  -   Crime"
"New Caledonia",16," Documentary","New Caledonia  -   Documentary"
"New Caledonia",336," Drama","New Caledonia  -   Drama"
"New Caledonia",21," Family","New Caledonia  -   Family"
"New Caledonia",60," Fantasy","New Caledonia  -   Fantasy"
"New Caledonia",2," Film Noir","New Caledonia  -   Film Noir"
"New Caledonia",2," Game Show","New Caledonia  -   Game Show"
"New Caledonia",5," History","New Caledonia  -   History"
"New Caledonia",31," Horror","New Caledonia  -   Horror"
"New Caledonia",14," Music","New Caledonia  -   Music"
"New Caledonia",3," Musical","New Caledonia  -   Musical"
"New Caledonia",37," Mystery","New Caledonia  -   Mystery"
"New Caledonia",6," Reality TV","New Caledonia  -   Reality TV"
"New Caledonia",55," Romance","New Caledonia  -   Romance"
"New Caledonia",44," Sci Fi","New Caledonia  -   Sci Fi"
"New Caledonia",9," Sport","New Caledonia  -   Sport"
"New Caledonia",4," Talk Show","New Caledonia  -   Talk Show"
"New Caledonia",67," Thriller","New Caledonia  -   Thriller"
"New Caledonia",3," War","New Caledonia  -   War"
"New Caledonia",2," Western","New Caledonia  -   Western"
"New Zealand",199," Action","New Zealand  -   Action"
"New Zealand",1," Adult","New Zealand  -   Adult"
"New Zealand",124," Adventure","New Zealand  -   Adventure"
"New Zealand",66," Animation","New Zealand  -   Animation"
"New Zealand",21," Biography","New Zealand  -   Biography"
"New Zealand",169," Comedy","New Zealand  -   Comedy"
"New Zealand",142," Crime","New Zealand  -   Crime"
"New Zealand",30," Documentary","New Zealand  -   Documentary"
"New Zealand",287," Drama","New Zealand  -   Drama"
"New Zealand",24," Family","New Zealand  -   Family"
"New Zealand",35," Fantasy","New Zealand  -   Fantasy"
"New Zealand",2," Film Noir","New Zealand  -   Film Noir"
"New Zealand",8," Game Show","New Zealand  -   Game Show"
"New Zealand",6," History","New Zealand  -   History"
"New Zealand",32," Horror","New Zealand  -   Horror"
"New Zealand",5," Music","New Zealand  -   Music"
"New Zealand",1," Musical","New Zealand  -   Musical"
"New Zealand",45," Mystery","New Zealand  -   Mystery"
"New Zealand",27," Reality TV","New Zealand  -   Reality TV"
"New Zealand",60," Romance","New Zealand  -   Romance"
"New Zealand",38," Sci Fi","New Zealand  -   Sci Fi"
"New Zealand",13," Sport","New Zealand  -   Sport"
"New Zealand",9," Talk Show","New Zealand  -   Talk Show"
"New Zealand",67," Thriller","New Zealand  -   Thriller"
"New Zealand",7," War","New Zealand  -   War"
"New Zealand",10," Western","New Zealand  -   Western"
"Nicaragua",134," Action","Nicaragua  -   Action"
"Nicaragua",1," Adult","Nicaragua  -   Adult"
"Nicaragua",86," Adventure","Nicaragua  -   Adventure"
"Nicaragua",42," Animation","Nicaragua  -   Animation"
"Nicaragua",1," Biography","Nicaragua  -   Biography"
"Nicaragua",192," Comedy","Nicaragua  -   Comedy"
"Nicaragua",99," Crime","Nicaragua  -   Crime"
"Nicaragua",13," Documentary","Nicaragua  -   Documentary"
"Nicaragua",313," Drama","Nicaragua  -   Drama"
"Nicaragua",17," Family","Nicaragua  -   Family"
"Nicaragua",36," Fantasy","Nicaragua  -   Fantasy"
"Nicaragua",2," Film Noir","Nicaragua  -   Film Noir"
"Nicaragua",1," History","Nicaragua  -   History"
"Nicaragua",26," Horror","Nicaragua  -   Horror"
"Nicaragua",33," Music","Nicaragua  -   Music"
"Nicaragua",1," Musical","Nicaragua  -   Musical"
"Nicaragua",39," Mystery","Nicaragua  -   Mystery"
"Nicaragua",3," Reality TV","Nicaragua  -   Reality TV"
"Nicaragua",119," Romance","Nicaragua  -   Romance"
"Nicaragua",16," Sci Fi","Nicaragua  -   Sci Fi"
"Nicaragua",10," Sport","Nicaragua  -   Sport"
"Nicaragua",5," Talk Show","Nicaragua  -   Talk Show"
"Nicaragua",65," Thriller","Nicaragua  -   Thriller"
"Nicaragua",2," War","Nicaragua  -   War"
"Nicaragua",3," Western","Nicaragua  -   Western"
"Nigeria",182," Action","Nigeria  -   Action"
"Nigeria",2," Adult","Nigeria  -   Adult"
"Nigeria",70," Adventure","Nigeria  -   Adventure"
"Nigeria",7," Animation","Nigeria  -   Animation"
"Nigeria",9," Biography","Nigeria  -   Biography"
"Nigeria",135," Comedy","Nigeria  -   Comedy"
"Nigeria",146," Crime","Nigeria  -   Crime"
"Nigeria",11," Documentary","Nigeria  -   Documentary"
"Nigeria",351," Drama","Nigeria  -   Drama"
"Nigeria",11," Family","Nigeria  -   Family"
"Nigeria",40," Fantasy","Nigeria  -   Fantasy"
"Nigeria",4," Film Noir","Nigeria  -   Film Noir"
"Nigeria",6," Game Show","Nigeria  -   Game Show"
"Nigeria",12," History","Nigeria  -   History"
"Nigeria",19," Horror","Nigeria  -   Horror"
"Nigeria",1," Musical","Nigeria  -   Musical"
"Nigeria",67," Mystery","Nigeria  -   Mystery"
"Nigeria",10," Reality TV","Nigeria  -   Reality TV"
"Nigeria",109," Romance","Nigeria  -   Romance"
"Nigeria",36," Sci Fi","Nigeria  -   Sci Fi"
"Nigeria",9," Sport","Nigeria  -   Sport"
"Nigeria",12," Talk Show","Nigeria  -   Talk Show"
"Nigeria",59," Thriller","Nigeria  -   Thriller"
"Nigeria",2," War","Nigeria  -   War"
"Nigeria",5," Western","Nigeria  -   Western"
"Norway",183," Action","Norway  -   Action"
"Norway",130," Adventure","Norway  -   Adventure"
"Norway",46," Animation","Norway  -   Animation"
"Norway",15," Biography","Norway  -   Biography"
"Norway",182," Comedy","Norway  -   Comedy"
"Norway",140," Crime","Norway  -   Crime"
"Norway",30," Documentary","Norway  -   Documentary"
"Norway",341," Drama","Norway  -   Drama"
"Norway",25," Family","Norway  -   Family"
"Norway",44," Fantasy","Norway  -   Fantasy"
"Norway",3," Film Noir","Norway  -   Film Noir"
"Norway",6," Game Show","Norway  -   Game Show"
"Norway",13," History","Norway  -   History"
"Norway",22," Horror","Norway  -   Horror"
"Norway",3," Music","Norway  -   Music"
"Norway",1," Musical","Norway  -   Musical"
"Norway",46," Mystery","Norway  -   Mystery"
"Norway",24," Reality TV","Norway  -   Reality TV"
"Norway",104," Romance","Norway  -   Romance"
"Norway",24," Sci Fi","Norway  -   Sci Fi"
"Norway",13," Sport","Norway  -   Sport"
"Norway",8," Talk Show","Norway  -   Talk Show"
"Norway",53," Thriller","Norway  -   Thriller"
"Norway",9," War","Norway  -   War"
"Norway",10," Western","Norway  -   Western"
"Oman",196," Action","Oman  -   Action"
"Oman",2," Adult","Oman  -   Adult"
"Oman",102," Adventure","Oman  -   Adventure"
"Oman",18," Animation","Oman  -   Animation"
"Oman",7," Biography","Oman  -   Biography"
"Oman",115," Comedy","Oman  -   Comedy"
"Oman",125," Crime","Oman  -   Crime"
"Oman",11," Documentary","Oman  -   Documentary"
"Oman",278," Drama","Oman  -   Drama"
"Oman",18," Family","Oman  -   Family"
"Oman",45," Fantasy","Oman  -   Fantasy"
"Oman",3," Film Noir","Oman  -   Film Noir"
"Oman",2," Game Show","Oman  -   Game Show"
"Oman",4," History","Oman  -   History"
"Oman",37," Horror","Oman  -   Horror"
"Oman",2," Musical","Oman  -   Musical"
"Oman",43," Mystery","Oman  -   Mystery"
"Oman",4," Reality TV","Oman  -   Reality TV"
"Oman",58," Romance","Oman  -   Romance"
"Oman",22," Sci Fi","Oman  -   Sci Fi"
"Oman",7," Sport","Oman  -   Sport"
"Oman",6," Talk Show","Oman  -   Talk Show"
"Oman",78," Thriller","Oman  -   Thriller"
"Oman",3," War","Oman  -   War"
"Oman",4," Western","Oman  -   Western"
"Pakistan",291," Action","Pakistan  -   Action"
"Pakistan",2," Adult","Pakistan  -   Adult"
"Pakistan",104," Adventure","Pakistan  -   Adventure"
"Pakistan",26," Animation","Pakistan  -   Animation"
"Pakistan",150," Comedy","Pakistan  -   Comedy"
"Pakistan",230," Crime","Pakistan  -   Crime"
"Pakistan",10," Documentary","Pakistan  -   Documentary"
"Pakistan",378," Drama","Pakistan  -   Drama"
"Pakistan",15," Family","Pakistan  -   Family"
"Pakistan",42," Fantasy","Pakistan  -   Fantasy"
"Pakistan",2," Film Noir","Pakistan  -   Film Noir"
"Pakistan",2," Game Show","Pakistan  -   Game Show"
"Pakistan",1," History","Pakistan  -   History"
"Pakistan",36," Horror","Pakistan  -   Horror"
"Pakistan",2," Music","Pakistan  -   Music"
"Pakistan",2," Musical","Pakistan  -   Musical"
"Pakistan",84," Mystery","Pakistan  -   Mystery"
"Pakistan",2," Reality TV","Pakistan  -   Reality TV"
"Pakistan",48," Romance","Pakistan  -   Romance"
"Pakistan",44," Sci Fi","Pakistan  -   Sci Fi"
"Pakistan",5," Sport","Pakistan  -   Sport"
"Pakistan",12," Talk Show","Pakistan  -   Talk Show"
"Pakistan",86," Thriller","Pakistan  -   Thriller"
"Pakistan",2," War","Pakistan  -   War"
"Pakistan",1," Western","Pakistan  -   Western"
"Panama",148," Action","Panama  -   Action"
"Panama",109," Adventure","Panama  -   Adventure"
"Panama",59," Animation","Panama  -   Animation"
"Panama",5," Biography","Panama  -   Biography"
"Panama",188," Comedy","Panama  -   Comedy"
"Panama",121," Crime","Panama  -   Crime"
"Panama",15," Documentary","Panama  -   Documentary"
"Panama",324," Drama","Panama  -   Drama"
"Panama",16," Family","Panama  -   Family"
"Panama",37," Fantasy","Panama  -   Fantasy"
"Panama",2," Film Noir","Panama  -   Film Noir"
"Panama",3," Game Show","Panama  -   Game Show"
"Panama",3," History","Panama  -   History"
"Panama",28," Horror","Panama  -   Horror"
"Panama",25," Music","Panama  -   Music"
"Panama",3," Musical","Panama  -   Musical"
"Panama",34," Mystery","Panama  -   Mystery"
"Panama",5," Reality TV","Panama  -   Reality TV"
"Panama",120," Romance","Panama  -   Romance"
"Panama",16," Sci Fi","Panama  -   Sci Fi"
"Panama",9," Sport","Panama  -   Sport"
"Panama",6," Talk Show","Panama  -   Talk Show"
"Panama",65," Thriller","Panama  -   Thriller"
"Panama",2," War","Panama  -   War"
"Panama",2," Western","Panama  -   Western"
"Paraguay",140," Action","Paraguay  -   Action"
"Paraguay",2," Adult","Paraguay  -   Adult"
"Paraguay",104," Adventure","Paraguay  -   Adventure"
"Paraguay",53," Animation","Paraguay  -   Animation"
"Paraguay",4," Biography","Paraguay  -   Biography"
"Paraguay",198," Comedy","Paraguay  -   Comedy"
"Paraguay",110," Crime","Paraguay  -   Crime"
"Paraguay",15," Documentary","Paraguay  -   Documentary"
"Paraguay",330," Drama","Paraguay  -   Drama"
"Paraguay",11," Family","Paraguay  -   Family"
"Paraguay",28," Fantasy","Paraguay  -   Fantasy"
"Paraguay",2," Film Noir","Paraguay  -   Film Noir"
"Paraguay",1," Game Show","Paraguay  -   Game Show"
"Paraguay",1," History","Paraguay  -   History"
"Paraguay",26," Horror","Paraguay  -   Horror"
"Paraguay",34," Music","Paraguay  -   Music"
"Paraguay",44," Mystery","Paraguay  -   Mystery"
"Paraguay",4," Reality TV","Paraguay  -   Reality TV"
"Paraguay",117," Romance","Paraguay  -   Romance"
"Paraguay",15," Sci Fi","Paraguay  -   Sci Fi"
"Paraguay",12," Sport","Paraguay  -   Sport"
"Paraguay",7," Talk Show","Paraguay  -   Talk Show"
"Paraguay",67," Thriller","Paraguay  -   Thriller"
"Paraguay",2," War","Paraguay  -   War"
"Paraguay",3," Western","Paraguay  -   Western"
"Peru",161," Action","Peru  -   Action"
"Peru",1," Adult","Peru  -   Adult"
"Peru",120," Adventure","Peru  -   Adventure"
"Peru",65," Animation","Peru  -   Animation"
"Peru",2," Biography","Peru  -   Biography"
"Peru",188," Comedy","Peru  -   Comedy"
"Peru",104," Crime","Peru  -   Crime"
"Peru",15," Documentary","Peru  -   Documentary"
"Peru",297," Drama","Peru  -   Drama"
"Peru",14," Family","Peru  -   Family"
"Peru",39," Fantasy","Peru  -   Fantasy"
"Peru",2," Film Noir","Peru  -   Film Noir"
"Peru",4," History","Peru  -   History"
"Peru",27," Horror","Peru  -   Horror"
"Peru",23," Music","Peru  -   Music"
"Peru",1," Musical","Peru  -   Musical"
"Peru",37," Mystery","Peru  -   Mystery"
"Peru",3," Reality TV","Peru  -   Reality TV"
"Peru",108," Romance","Peru  -   Romance"
"Peru",26," Sci Fi","Peru  -   Sci Fi"
"Peru",8," Sport","Peru  -   Sport"
"Peru",5," Talk Show","Peru  -   Talk Show"
"Peru",62," Thriller","Peru  -   Thriller"
"Peru",2," War","Peru  -   War"
"Peru",2," Western","Peru  -   Western"
"Philippines",208," Action","Philippines  -   Action"
"Philippines",1," Adult","Philippines  -   Adult"
"Philippines",97," Adventure","Philippines  -   Adventure"
"Philippines",28," Animation","Philippines  -   Animation"
"Philippines",9," Biography","Philippines  -   Biography"
"Philippines",142," Comedy","Philippines  -   Comedy"
"Philippines",119," Crime","Philippines  -   Crime"
"Philippines",19," Documentary","Philippines  -   Documentary"
"Philippines",334," Drama","Philippines  -   Drama"
"Philippines",34," Family","Philippines  -   Family"
"Philippines",46," Fantasy","Philippines  -   Fantasy"
"Philippines",2," Film Noir","Philippines  -   Film Noir"
"Philippines",8," History","Philippines  -   History"
"Philippines",44," Horror","Philippines  -   Horror"
"Philippines",20," Music","Philippines  -   Music"
"Philippines",5," Musical","Philippines  -   Musical"
"Philippines",63," Mystery","Philippines  -   Mystery"
"Philippines",1," Reality TV","Philippines  -   Reality TV"
"Philippines",120," Romance","Philippines  -   Romance"
"Philippines",47," Sci Fi","Philippines  -   Sci Fi"
"Philippines",5," Sport","Philippines  -   Sport"
"Philippines",5," Talk Show","Philippines  -   Talk Show"
"Philippines",78," Thriller","Philippines  -   Thriller"
"Philippines",3," War","Philippines  -   War"
"Poland",154," Action","Poland  -   Action"
"Poland",172," Adventure","Poland  -   Adventure"
"Poland",101," Animation","Poland  -   Animation"
"Poland",6," Biography","Poland  -   Biography"
"Poland",205," Comedy","Poland  -   Comedy"
"Poland",140," Crime","Poland  -   Crime"
"Poland",17," Documentary","Poland  -   Documentary"
"Poland",303," Drama","Poland  -   Drama"
"Poland",22," Family","Poland  -   Family"
"Poland",45," Fantasy","Poland  -   Fantasy"
"Poland",2," Film Noir","Poland  -   Film Noir"
"Poland",3," Game Show","Poland  -   Game Show"
"Poland",5," History","Poland  -   History"
"Poland",34," Horror","Poland  -   Horror"
"Poland",2," Music","Poland  -   Music"
"Poland",1," Musical","Poland  -   Musical"
"Poland",51," Mystery","Poland  -   Mystery"
"Poland",8," Reality TV","Poland  -   Reality TV"
"Poland",78," Romance","Poland  -   Romance"
"Poland",26," Sci Fi","Poland  -   Sci Fi"
"Poland",16," Sport","Poland  -   Sport"
"Poland",8," Talk Show","Poland  -   Talk Show"
