"parents","n","labels","id"
"United Arab Emirates",340," Drama","United Arab Emirates  -   Drama"
"United Arab Emirates",18," Family","United Arab Emirates  -   Family"
"United Arab Emirates",52," Fantasy","United Arab Emirates  -   Fantasy"
"United Arab Emirates",2," Film Noir","United Arab Emirates  -   Film Noir"
"United Arab Emirates",9," Game Show","United Arab Emirates  -   Game Show"
"United Arab Emirates",7," History","United Arab Emirates  -   History"
"United Arab Emirates",31," Horror","United Arab Emirates  -   Horror"
"United Arab Emirates",1," Music","United Arab Emirates  -   Music"
"United Arab Emirates",1," Musical","United Arab Emirates  -   Musical"
"United Arab Emirates",45," Mystery","United Arab Emirates  -   Mystery"
"United Arab Emirates",20," Reality TV","United Arab Emirates  -   Reality TV"
"United Arab Emirates",111," Romance","United Arab Emirates  -   Romance"
"United Arab Emirates",25," Sci Fi","United Arab Emirates  -   Sci Fi"
"United Arab Emirates",9," Sport","United Arab Emirates  -   Sport"
"United Arab Emirates",9," Talk Show","United Arab Emirates  -   Talk Show"
"United Arab Emirates",74," Thriller","United Arab Emirates  -   Thriller"
"United Arab Emirates",3," War","United Arab Emirates  -   War"
"United Arab Emirates",3," Western","United Arab Emirates  -   Western"
"United Kingdom",184," Action","United Kingdom  -   Action"
"United Kingdom",1," Adult","United Kingdom  -   Adult"
"United Kingdom",148," Adventure","United Kingdom  -   Adventure"
"United Kingdom",57," Animation","United Kingdom  -   Animation"
"United Kingdom",15," Biography","United Kingdom  -   Biography"
"United Kingdom",207," Comedy","United Kingdom  -   Comedy"
"United Kingdom",116," Crime","United Kingdom  -   Crime"
"United Kingdom",31," Documentary","United Kingdom  -   Documentary"
"United Kingdom",261," Drama","United Kingdom  -   Drama"
"United Kingdom",32," Family","United Kingdom  -   Family"
"United Kingdom",43," Fantasy","United Kingdom  -   Fantasy"
"United Kingdom",3," Film Noir","United Kingdom  -   Film Noir"
"United Kingdom",6," Game Show","United Kingdom  -   Game Show"
"United Kingdom",5," History","United Kingdom  -   History"
"United Kingdom",31," Horror","United Kingdom  -   Horror"
"United Kingdom",1," Music","United Kingdom  -   Music"
"United Kingdom",2," Musical","United Kingdom  -   Musical"
"United Kingdom",36," Mystery","United Kingdom  -   Mystery"
"United Kingdom",23," Reality TV","United Kingdom  -   Reality TV"
"United Kingdom",90," Romance","United Kingdom  -   Romance"
"United Kingdom",33," Sci Fi","United Kingdom  -   Sci Fi"
"United Kingdom",13," Sport","United Kingdom  -   Sport"
"United Kingdom",6," Talk Show","United Kingdom  -   Talk Show"
"United Kingdom",64," Thriller","United Kingdom  -   Thriller"
"United Kingdom",4," War","United Kingdom  -   War"
"United Kingdom",9," Western","United Kingdom  -   Western"
"United States",155," Action","United States  -   Action"
"United States",102," Adventure","United States  -   Adventure"
"United States",39," Animation","United States  -   Animation"
"United States",6," Biography","United States  -   Biography"
"United States",163," Comedy","United States  -   Comedy"
"United States",103," Crime","United States  -   Crime"
"United States",32," Documentary","United States  -   Documentary"
"United States",278," Drama","United States  -   Drama"
"United States",32," Family","United States  -   Family"
"United States",33," Fantasy","United States  -   Fantasy"
"United States",4," Film Noir","United States  -   Film Noir"
"United States",7," Game Show","United States  -   Game Show"
"United States",8," History","United States  -   History"
"United States",34," Horror","United States  -   Horror"
"United States",10," Music","United States  -   Music"
"United States",57," Mystery","United States  -   Mystery"
"United States",25," Reality TV","United States  -   Reality TV"
"United States",71," Romance","United States  -   Romance"
"United States",29," Sci Fi","United States  -   Sci Fi"
"United States",29," Sport","United States  -   Sport"
"United States",8," Talk Show","United States  -   Talk Show"
"United States",47," Thriller","United States  -   Thriller"
"United States",3," War","United States  -   War"
"United States",4," Western","United States  -   Western"
"Uruguay",142," Action","Uruguay  -   Action"
"Uruguay",107," Adventure","Uruguay  -   Adventure"
"Uruguay",46," Animation","Uruguay  -   Animation"
"Uruguay",11," Biography","Uruguay  -   Biography"
"Uruguay",162," Comedy","Uruguay  -   Comedy"
"Uruguay",147," Crime","Uruguay  -   Crime"
"Uruguay",17," Documentary","Uruguay  -   Documentary"
"Uruguay",374," Drama","Uruguay  -   Drama"
"Uruguay",14," Family","Uruguay  -   Family"
"Uruguay",33," Fantasy","Uruguay  -   Fantasy"
"Uruguay",2," Film Noir","Uruguay  -   Film Noir"
"Uruguay",1," Game Show","Uruguay  -   Game Show"
"Uruguay",6," History","Uruguay  -   History"
"Uruguay",31," Horror","Uruguay  -   Horror"
"Uruguay",37," Music","Uruguay  -   Music"
"Uruguay",53," Mystery","Uruguay  -   Mystery"
"Uruguay",3," Reality TV","Uruguay  -   Reality TV"
"Uruguay",82," Romance","Uruguay  -   Romance"
"Uruguay",14," Sci Fi","Uruguay  -   Sci Fi"
"Uruguay",14," Sport","Uruguay  -   Sport"
"Uruguay",10," Talk Show","Uruguay  -   Talk Show"
"Uruguay",75," Thriller","Uruguay  -   Thriller"
"Uruguay",3," War","Uruguay  -   War"
"Uruguay",4," Western","Uruguay  -   Western"
"Venezuela",139," Action","Venezuela  -   Action"
"Venezuela",81," Adventure","Venezuela  -   Adventure"
"Venezuela",35," Animation","Venezuela  -   Animation"
"Venezuela",4," Biography","Venezuela  -   Biography"
"Venezuela",176," Comedy","Venezuela  -   Comedy"
"Venezuela",118," Crime","Venezuela  -   Crime"
"Venezuela",17," Documentary","Venezuela  -   Documentary"
"Venezuela",325," Drama","Venezuela  -   Drama"
"Venezuela",15," Family","Venezuela  -   Family"
"Venezuela",27," Fantasy","Venezuela  -   Fantasy"
"Venezuela",2," Film Noir","Venezuela  -   Film Noir"
"Venezuela",1," History","Venezuela  -   History"
"Venezuela",27," Horror","Venezuela  -   Horror"
"Venezuela",31," Music","Venezuela  -   Music"
"Venezuela",38," Mystery","Venezuela  -   Mystery"
"Venezuela",3," Reality TV","Venezuela  -   Reality TV"
"Venezuela",116," Romance","Venezuela  -   Romance"
"Venezuela",12," Sci Fi","Venezuela  -   Sci Fi"
"Venezuela",14," Sport","Venezuela  -   Sport"
"Venezuela",7," Talk Show","Venezuela  -   Talk Show"
"Venezuela",72," Thriller","Venezuela  -   Thriller"
"Venezuela",3," War","Venezuela  -   War"
"Venezuela",5," Western","Venezuela  -   Western"
"Vietnam",264," Action","Vietnam  -   Action"
"Vietnam",2," Adult","Vietnam  -   Adult"
"Vietnam",133," Adventure","Vietnam  -   Adventure"
"Vietnam",26," Animation","Vietnam  -   Animation"
"Vietnam",4," Biography","Vietnam  -   Biography"
"Vietnam",233," Comedy","Vietnam  -   Comedy"
"Vietnam",136," Crime","Vietnam  -   Crime"
"Vietnam",7," Documentary","Vietnam  -   Documentary"
"Vietnam",353," Drama","Vietnam  -   Drama"
"Vietnam",34," Family","Vietnam  -   Family"
"Vietnam",65," Fantasy","Vietnam  -   Fantasy"
"Vietnam",2," Film Noir","Vietnam  -   Film Noir"
"Vietnam",1," Game Show","Vietnam  -   Game Show"
"Vietnam",14," History","Vietnam  -   History"
"Vietnam",30," Horror","Vietnam  -   Horror"
"Vietnam",2," Music","Vietnam  -   Music"
"Vietnam",2," Musical","Vietnam  -   Musical"
"Vietnam",62," Mystery","Vietnam  -   Mystery"
"Vietnam",1," Reality TV","Vietnam  -   Reality TV"
"Vietnam",123," Romance","Vietnam  -   Romance"
"Vietnam",48," Sci Fi","Vietnam  -   Sci Fi"
"Vietnam",2," Sport","Vietnam  -   Sport"
"Vietnam",4," Talk Show","Vietnam  -   Talk Show"
"Vietnam",89," Thriller","Vietnam  -   Thriller"
"Vietnam",4," War","Vietnam  -   War"
"Vietnam",1," Western","Vietnam  -   Western"
NA,1230,"Argentina","Argentina"
NA,1474,"Australia","Australia"
NA,1495,"Austria","Austria"
NA,1385,"Bahamas","Bahamas"
NA,1403,"Bahrain","Bahrain"
NA,1485,"Bangladesh","Bangladesh"
NA,1443,"Belgium","Belgium"
NA,1333,"Bolivia","Bolivia"
NA,1486,"Brazil","Brazil"
NA,1455,"Bulgaria","Bulgaria"
NA,1392,"Canada","Canada"
NA,1343,"Chile","Chile"
NA,1302,"Colombia","Colombia"
NA,1321,"Costa Rica","Costa Rica"
NA,1367,"Croatia","Croatia"
NA,1439,"Cyprus","Cyprus"
NA,1455,"Czech Republic","Czech Republic"
NA,1460,"Denmark","Denmark"
NA,1282,"Dominican Republic","Dominican Republic"
NA,1274,"Ecuador","Ecuador"
NA,1353,"Egypt","Egypt"
NA,1260,"El Salvador","El Salvador"
NA,1434,"Estonia","Estonia"
NA,1450,"Finland","Finland"
NA,1500,"France","France"
NA,1539,"Germany","Germany"
NA,1436,"Greece","Greece"
NA,1428,"Guadeloupe","Guadeloupe"
NA,1268,"Guatemala","Guatemala"
NA,1276,"Honduras","Honduras"
NA,1519,"Hong Kong","Hong Kong"
NA,1459,"Hungary","Hungary"
NA,1448,"Iceland","Iceland"
NA,1519,"India","India"
NA,1453,"Indonesia","Indonesia"
NA,1381,"Ireland","Ireland"
NA,1372,"Israel","Israel"
NA,1393,"Italy","Italy"
NA,1444,"Jamaica","Jamaica"
NA,1434,"Japan","Japan"
NA,1442,"Jordan","Jordan"
NA,1417,"Kenya","Kenya"
NA,1446,"Kuwait","Kuwait"
NA,1460,"Latvia","Latvia"
NA,1440,"Lebanon","Lebanon"
NA,1340,"Lithuania","Lithuania"
NA,1455,"Luxembourg","Luxembourg"
NA,1503,"Malaysia","Malaysia"
NA,1417,"Maldives","Maldives"
NA,1392,"Malta","Malta"
NA,1438,"Martinique","Martinique"
NA,1432,"Mauritius","Mauritius"
NA,1382,"Mexico","Mexico"
NA,1508,"Morocco","Morocco"
NA,1422,"Netherlands","Netherlands"
NA,1473,"New Caledonia","New Caledonia"
NA,1428,"New Zealand","New Zealand"
NA,1259,"Nicaragua","Nicaragua"
NA,1315,"Nigeria","Nigeria"
NA,1475,"Norway","Norway"
NA,1190,"Oman","Oman"
NA,1577,"Pakistan","Pakistan"
NA,1345,"Panama","Panama"
NA,1330,"Paraguay","Paraguay"
NA,1316,"Peru","Peru"
NA,1438,"Philippines","Philippines"
NA,1486,"Poland","Poland"
NA,1361,"Portugal","Portugal"
NA,1443,"Qatar","Qatar"
NA,1470,"Réunion","Réunion"
NA,1428,"Romania","Romania"
NA,1524,"Russia","Russia"
NA,1439,"Saudi Arabia","Saudi Arabia"
NA,1412,"Serbia","Serbia"
NA,1460,"Singapore","Singapore"
NA,1457,"Slovakia","Slovakia"
NA,1328,"Slovenia","Slovenia"
NA,1432,"South Africa","South Africa"
NA,1267,"South Korea","South Korea"
NA,1359,"Spain","Spain"
NA,1422,"Sri Lanka","Sri Lanka"
NA,1448,"Sweden","Sweden"
NA,1494,"Switzerland","Switzerland"
NA,1462,"Taiwan","Taiwan"
NA,1521,"Thailand","Thailand"
NA,1385,"Trinidad and Tobago","Trinidad and Tobago"
NA,1485,"Turkey","Turkey"
NA,1474,"Ukraine","Ukraine"
NA,1463,"United Arab Emirates","United Arab Emirates"
NA,1421,"United Kingdom","United Kingdom"
NA,1279,"United States","United States"
NA,1388,"Uruguay","Uruguay"
NA,1268,"Venezuela","Venezuela"
NA,1642,"Vietnam","Vietnam"
