"Country","Country_code","Total.Library.Size","No..of.TV.Shows","No..of.Movies","Cost.Per.Month...Basic....","Cost.Per.Month...Standard....","Cost.Per.Month...Premium....","basic_standard_diff","standard_premium_diff","2020 GDP (World Bank)","year","gini_disp","X..of.Subscribers.Q4.2021..Estimate.","Q4.2021.Revenue....Estimate.","Alpha.3.code"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2016,33.4,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2018,33.8,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2003,30.3,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,1990,21.6,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2009,32.6,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2019,33.8,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2011,32.6,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2010,32.6,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,1998,28.1,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2015,33.6,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2017,33.7,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2012,32.8,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,1991,22.4,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2004,31.1,"481,000","16,825,388","ROU"
"Romania","ro",5303,3832,1471,9.03,11.29,13.54,2.26,2.25,249881592298.072,2013,33.2,"481,000","16,825,388","ROU"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1976,36.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1982,36.3,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1995,38.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2012,38.9,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2014,38.4,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1983,36.3,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1984,36.4,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2017,37.8,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2009,39.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1978,36.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1992,37.7,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1993,37.9,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1979,36.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1980,36.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1981,36.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1996,38.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1997,38.4,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1998,38.5,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1985,36.5,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1986,36.6,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1987,36.7,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2018,37.7,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1991,37.4,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2007,39.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2008,39.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2010,39.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1975,36.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2004,38.9,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1988,36.8,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1989,37,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2002,38.7,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1974,36.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2015,38.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2016,38,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2001,38.6,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1977,36.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2006,39.1,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1990,37.2,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2005,39,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2003,38.8,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1994,38,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2020,37.4,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2019,37.5,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2011,39,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2013,38.6,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1999,38.5,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,2000,38.5,"479,261","14,004,000","SGP"
"Singapore","sg",6303,4109,2194,9.51,12.81,16.11,3.3,3.3,374386306993.109,1973,36.2,"479,261","14,004,000","SGP"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1995,60.7,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2017,62.6,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1993,60.5,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1999,61.3,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2000,61.5,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1979,59.3,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1996,60.9,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1994,60.6,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2003,62.3,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2011,63.3,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2012,63.1,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2009,63.4,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2010,63.4,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2016,62.7,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1990,60.3,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1991,60.4,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2005,62.9,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2006,63.2,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1983,59.7,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1980,59.4,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1981,59.5,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2007,63.3,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2015,62.8,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1992,60.5,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2008,63.5,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1997,61,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1998,61.2,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1978,59.2,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1975,59,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2004,62.5,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1977,59.2,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2014,62.9,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1987,60,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1984,59.7,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1982,59.6,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2013,63,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1989,60.2,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2001,61.7,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,2002,62,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1988,60.1,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1985,59.8,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1986,59.9,"361,787","12,655,303","ZAF"
"South Africa","za",5736,3686,2050,6.26,10.05,12.58,3.79,2.53,387934574098.17,1976,59.1,"361,787","12,655,303","ZAF"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1987,29.9,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2012,33.5,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1979,32,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1976,32.4,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1977,32.2,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2011,33.4,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1986,30.4,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1999,30.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2009,32.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1978,32.1,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2017,33.1,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1982,31.5,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2019,32.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2008,31.9,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1984,31,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1985,30.8,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1998,31,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2000,30.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2010,33.3,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2014,33.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2018,32.8,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1975,32.5,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2016,33.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1974,32.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1992,29.9,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1993,31,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2002,29.4,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2003,30.3,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1996,31.8,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2007,31.3,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1988,29.4,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2013,33.9,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1990,29.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2004,31.1,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2001,29.7,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2015,33.6,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1991,29.7,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1980,31.9,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1981,31.7,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1994,31.7,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1995,32.3,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1983,31.2,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1997,31.7,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,1989,29.1,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2005,31.1,"4,937,053","172,698,106","ESP"
"Spain","es",5229,3536,1693,9.03,14.67,20.32,5.64,5.65,1393046093137.25,2006,31.2,"4,937,053","172,698,106","ESP"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2019,26.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1994,23.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1991,22.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1992,22.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1993,23.2,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1999,24.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1960,35.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1961,35.7,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1974,25,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1966,33,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1975,22.8,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1972,28.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1978,21.8,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1996,23.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1973,26.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1995,23.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1997,24.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1998,24.7,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1984,21.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1985,21.3,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1986,21.5,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1987,21.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1988,21.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1989,22.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1990,22.5,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1964,34.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1965,33.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1962,35.5,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1963,35.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2016,26.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2017,26.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2018,26.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2010,26,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2011,26,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2008,25.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2009,25.8,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2000,25,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2001,24.9,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2012,26.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2003,24.3,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2004,24.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2005,24.1,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2002,24.7,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2007,25.4,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1967,32,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1968,31.8,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1969,31.3,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1970,30.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,1971,29.6,"1,776,031","62,125,571","SWE"
"Sweden","se",4361,2973,1388,10.9,14.2,19.7,3.3,5.5,533879529188.454,2013,26.2,"1,776,031","62,125,571","SWE"
